CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;176516.40;176516.40;176516.40;(i) Valor da Menor Remuneração: Conselho de Administração: o membro com menor remuneração exerceu o cargo por 12 meses. Diretoria: o membro com menor remuneração exerceu o cargo por 12 meses. Conselho Fiscal: o membro com menor remuneração exerceu o cargo por 12 meses.(ii) Valor da Maior Remuneração: Conselho de Administração: o membro com maior remuneração exerceu o cargo por 12 meses. Diretoria: o membro com maior remuneração exerceu o cargo por 11 meses. Conselho Fiscal: o membro com maior remuneração exerceu o cargo por 12 meses.
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;1.00;227133.00;227133.00;227133.00;(i) Valor da Menor Remuneração: Conselho de Administração: o membro com menor remuneração exerceu o cargo por 12 meses. Diretoria: o membro com menor remuneração exerceu o cargo por 12 meses. Conselho Fiscal: o membro com menor remuneração exerceu o cargo por 8 meses.(ii) Valor da Maior Remuneração: Conselho de Administração: o membro com maior remuneração exerceu o cargo por 12 meses. Diretoria: o membro com maior remuneração exerceu o cargo por 12 meses. Conselho Fiscal: o membro com maior remuneração exerceu o cargo por 8 meses.
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;13980305.11;2601731.90;9274542.00;(i) Valor da Menor Remuneração: Conselho de Administração: o membro com menor remuneração exerceu o cargo por 12 meses. Diretoria: o membro com menor remuneração exerceu o cargo por 12 meses. Conselho Fiscal: o membro com menor remuneração exerceu o cargo por 8 meses.(ii) Valor da Maior Remuneração: Conselho de Administração: o membro com maior remuneração exerceu o cargo por 12 meses. Diretoria: o membro com maior remuneração exerceu o cargo por 12 meses. Conselho Fiscal: o membro com maior remuneração exerceu o cargo por 8 meses.
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;192003.36;192003.36;192003.36;i) Valor da Menor Remuneração: Conselho de Administração: o membro com menor remuneração exerceu o cargo por 12 meses. Diretoria: o membro com menor remuneração exerceu o cargo por 12 meses. Conselho Fiscal: o membro com menor remuneração exerceu o cargo por 8 meses.(ii) Valor da Maior Remuneração: Conselho de Administração: o membro com maior remuneração exerceu o cargo por 12 meses. Diretoria: o membro com maior remuneração exerceu o cargo por 12 meses. Conselho Fiscal: o membro com maior remuneração exerceu o cargo por 8 meses.
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.30;8.00;480000.00;360000.00;375000.00;N/A
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.70;8.70;7697504.00;149689.00;3833646.00;N/A
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.80;7.50;360000.00;98000.00;332133.00;
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;10.60;10.60;7947504.00;296882.00;3097215.80;
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;61000.00;61000.00;61000.00;
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.30;8.30;360000.00;136000.00;279363.63;
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.70;6.70;5500000.00;259460.24;3210624.18;
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;114627.72;45000.00;114627.67;
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;476100.00;345000.00;373650.00;
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.08;5.08;2564674.30;1082476.56;1758380.50;Para a apuração do valor da menor remuneração, foram excluídos dois  membros que ocuparam  as posições  por um período inferior a 12 meses
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;79718.40;79718.40;79718.40;
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;489600.00;324000.00;351600.00;
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;2.00;49824.00;49824.00;49824.00;Nenhum membro permaneceu 12 meses no Conselho Fiscal durante o exercício de 2022. Portanto, a maior e a menor remunerações consideram o valor pago individualmente a cada membro do Conselho Fiscal, considerando um período inferior a 12 meses.
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.67;5.67;240000.00;150000.00;211428.57;
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.08;5.08;1737134.28;228179.60;1017806.52;
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.50;270397.65;270397.65;180159.06;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2. Membros que integram a Diretoria e o Conselho de Administração estão sendo consideradas como de titularidade da Diretoria Estatutária, apenas. No cálculo da menor remuneração individual, não foram considerados os membros remunerados, que não haviam completado 12 meses de remuneração até dez/2023
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;1157200.86;393429.00;850788.39;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2. Membros que integram a Diretoria e o Conselho de Administração estão sendo consideradas como de titularidade da Diretoria Estatutária, apenas.
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;1.00;240000.00;240000.00;240000.00;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2. Membros que integram a Diretoria e o Conselho de Administração estão sendo consideradas como de titularidade da Diretoria Estatutária, apenas.
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;5852000.00;670000.00;2611500.00;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2. Membros que integram a Diretoria e o Conselho de Administração estão sendo consideradas como de titularidade da Diretoria Estatutária, apenas.
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.17;0.58;80000.00;80000.00;80000.00;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2. Membros que integram a Diretoria e o Conselho de Administração estão sendo consideradas como de titularidade da Diretoria Estatutária, apenas.
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.58;3.58;21169634.39;136714.50;7699484.32;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2. Membros que integram a Diretoria e o Conselho de Administração estão sendo consideradas como de titularidade da Diretoria Estatutária, apenas.
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;897413.00;16980.00;493217.83;O número de membros de cada órgão foi apurado da forma especificada no Ofício-Circular/Anual-2023-CVM/SEP. A maior remuneração da Diretoria e do Conselho de Administração foi percebida por membro que exerceu a função durante os 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria e do Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2.
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;8379992.22;1567324.12;3177562.57;O número de membros de cada órgão foi apurado da forma especificada no Ofício-Circular/Anual-2023-CVM/SEP. A maior remuneração da Diretoria e do Conselho de Administração foi percebida por membro que exerceu a função durante os 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria e do Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;2022-01-01;2022-12-31;Conselho de Administração;7.00;6.00;781268.00;14544.00;456518.67;O número de membros de cada órgão foi apurado da forma especificada no Ofício-Circular/Anual-2023-CVM/SEP. A maior remuneração da Diretoria e do Conselho de Administração foi percebida por membro que exerceu a função durante os 12 meses do exercício. O valor da menor remuneração anual individual da Diretoria e do Conselho de Administração foi percebida por membro que exerceu a função durante parte do exercício, considerando as remunerações efetivamente reconhecidas no resultado do mesmo exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria e do Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2 acima.
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;7417634.89;354133.32;2980130.31;O número de membros de cada órgão foi apurado da forma especificada no Ofício-Circular/Anual-2023-CVM/SEP. A maior remuneração da Diretoria e do Conselho de Administração foi percebida por membro que exerceu a função durante os 12 meses do exercício. O valor da menor remuneração anual individual da Diretoria e do Conselho de Administração foi percebida por membro que exerceu a função durante parte do exercício, considerando as remunerações efetivamente reconhecidas no resultado do mesmo exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria e do Conselho de Administração dividido pelo número de membros remunerados informado no item 8.2 acima.
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;2021-01-01;2021-12-31;Conselho de Administração;6.00;5.00;708696.00;13200.00;469367.35;O número de membros de cada órgão foi apurado da forma especificada no Ofício-Circular /Anual-2022-CVM/SEP. A maior remuneração da Diretoria e do Conselho de Administração foi percebida por membro que exerceu a função durante os 12 meses do exercício. O valor da menor remuneração anual individual da Diretoria e do Conselho de Administração foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria e do Conselho de Administração dividido pelo número de membros remunerados informado no item 13.2 acima.
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;6426512.77;1508446.27;2884718.21;O número de membros de cada órgão foi apurado da forma especificada no Ofício-Circular /Anual-2022-CVM/SEP. A maior remuneração da Diretoria e do Conselho de Administração foi percebida por membro que exerceu a função durante os 12 meses do exercício. O valor da menor remuneração anual individual da Diretoria e do Conselho de Administração foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria e do Conselho de Administração dividido pelo número de membros remunerados informado no item 13.2 acima.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;473049.48;443495.04;448420.78;1 - Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2023.2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do item 8.2 (remuneração fixa + remuneração variável + benefícios) dividido pelo número total de membros.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;1.92;1.92;4286594.35;4286594.35;3147359.58;1 - Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2023 2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do item 8.2 (remuneração fixa + remuneração variável + benefícios) dividido pelo número total de membros.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;2.75;2.75;0.01;0.01;163407.60;1- Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2023.                                       (Obs: não tivemos membros com 12/12 avos em 2023).2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do item 8.2 (remuneração fixa + remuneração variável + benefícios) dividido pelo número total de membros.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;6.25;6.25;418668.00;417612.30;434169.16;1 - Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2022.2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do item 8.2 (remuneração fixa + remuneração variável + benefícios) dividido pelo número total de membros.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.67;2.67;0.01;0.01;1346274.52;1 - Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2022 (Obs: não tivemos membros com 12/12 avos em 2022).2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do item 8.2 (remuneração fixa + remuneração variável + benefícios) dividido pelo número total de membros.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;154260.00;154260.00;154260.00;1- Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2022.2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do item 8.2 (remuneração fixa + remuneração variável + benefícios) dividido pelo número total de membros.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;405384.00;363160.80;382584.72;1 - Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2021.2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do item 8.2 (remuneração fixa + remuneração variável + benefícios) dividido pelo número total de membros.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;3.42;3.42;2544716.36;1006796.72;1615535.87;1 - Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2021.2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do item 8.2 (remuneração fixa + remuneração variável + benefícios) dividido pelo número total de membros.
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;3.08;3.08;154260.00;154260.00;150392.37;1- Para o cálculo do valor da maior e menor remuneração, foram considerados apenas os membros que tiveram 12/12 avos completos no ano de 2021.2 - Para apuração do valor da média da remuneração individual anual, foram consideradas todas as remunerações apresentadas nos quadros do ítem 13.2 (remuneração fixa + remuneração variável + benefícios + encargos) dividido pelo número total de membros.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;2.42;1.00;1.00;1.00;Apesar de ter havido remuneração referente aos membros do Conselho de Administração da Companhia, não foi possível calcular a remuneração mínima, média e máxima nos termos do Ofício Circular CVM SEP nº01/2024 pois nenhum membro permaneceu no cargo pelo período mínimo de 12 meses.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;6.30;2611733.00;631506.00;1291187.00;Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;2.90;82356.00;82356.00;82356.00;Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;136364.00;24000.00;38465.00;Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;3.00;365859.00;117351.00;197507.00;Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2022-01-01;2022-12-31;Conselho Fiscal;7.00;7.00;55362.00;32548.00;87936.00;Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;9.00;1636372.00;288000.00;461577.00;Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;3.00;4390311.54;1408208.97;2370084.19;Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;2021-01-01;2021-12-31;Conselho Fiscal;8.00;8.00;55362.00;32548.00;87936.00;Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;658649.16;329324.36;395189.32;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Permanência no cargo do membro com maior remuneração: 12 meses.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;3986442.68;1658755.70;2822599.19;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Permanência no cargo do membro com maior remuneração: 12 meses.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;194216.04;168320.64;176952.44;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Permanência no cargo do membro com maior remuneração: 12 meses.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;610459.08;305229.36;366275.30;Os membros do Conselho de Administração com a maior remuneração exerceram suas atividades durante todo o exercício de 2022. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;3046731.95;1225628.20;2235105.93;Os membros da Diretoria Estatutária com a maior remuneração exerceram suas atividades durante todo o exercício de 2022. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;194216.04;168320.64;176952.44;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;559840.04;279919.84;335903.88;Os membros do Conselho de Administração com a maior remuneração exerceram suas atividades durante todo o exercício de 2021. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;2415997.57;1014867.24;1927354.41;Os membros da Diretoria Estatutária com a maior remuneração exerceram suas atividades durante todo o exercício de 2021. A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;194216.04;168320.64;176952.44;A remuneração média corresponde à divisão do valor total da remuneração anual deste órgão pelo número de membros informado no item 8.2.
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;1.00;180000.00;180000.00;180000.00;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;2707865.34;1242424.53;1978415.84;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;180000.00;180000.00;180000.00;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;3053034.21;1324874.14;2074771.88;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;120000.00;120000.00;120000.00;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;2758665.72;417784.06;1412202.47;A Companhia não instalou conselho fiscal nos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021.
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;4141655.00;240000.00;1486767.00;
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;1734621.00;468204.00;1433662.00;
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;144000.00;108000.00;128000.00;
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;6.25;659500.00;228000.00;465713.00;Valor mínimo exclui membros que tenham exercido o cargo por menos de 12 meses
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;2361093.00;626857.00;1389613.00;-
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;108000.00;72000.00;107341.00;Valor mínimo exclui membros que tenham exercido o cargo por menos de 12 meses
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;144000.00;115200.00;120960.00;-
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;4686621.00;456810.00;1369892.00;-
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;92923.00;72000.00;78974.00;-
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;100800.00;100800.00;100800.00;
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;2.67;2779483.47;1390610.16;2111251.94;
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;100800.00;100800.00;100800.00;Menor valor:A apuração considerou a exclusão de todas as remunerações reconhecidas no resultado de 2 membros que exerceram suas funções por menos de 12 meses na Companhia.
