CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;Liderança;547;111;0;0;0
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;Não-liderança;3966;441;0;0;0
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Liderança;42;42;0;0;0
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Não-liderança;78;133;0;0;0
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;Liderança;39;172;0;0;0
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;Não-liderança;178;1016;0;0;0
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;Liderança;0;3;0;0;0
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;Não-liderança;0;3;0;0;0
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;Liderança;74;213;0;0;0
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;Não-liderança;966;2268;0;0;0
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Liderança;1;0;0;0;0
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Não-liderança;4;42;0;0;0
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;Liderança;25;129;0;0;0
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;Não-liderança;477;1395;0;0;0
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;Liderança;54;115;0;0;0
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;Não-liderança;579;1575;1;1;1
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;Liderança;30;78;0;0;0
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;Não-liderança;181;381;0;0;0
37.702.340/0001-74;2024-12-31;1;138788;MONTE RODOVIAS S.A.;Liderança;52;37;0;0;0
37.702.340/0001-74;2024-12-31;1;138788;MONTE RODOVIAS S.A.;Não-liderança;347;153;0;0;0
38.199.406/0001-18;2024-12-31;4;141736;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Liderança;0;24;0;0;0
38.199.406/0001-18;2024-12-31;4;141736;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;Não-liderança;42;368;0;0;23
38.307.135/0001-77;2024-12-31;3;140951;G2D INVESTMENTS, LTD.;Liderança;0;0;0;0;0
38.307.135/0001-77;2024-12-31;3;140951;G2D INVESTMENTS, LTD.;Não-liderança;0;0;0;0;0
38.456.921/0001-36;2024-12-31;3;139851;INFRACOMMERCE CXAAS S.A.;Liderança;92;142;0;0;0
38.456.921/0001-36;2024-12-31;3;139851;INFRACOMMERCE CXAAS S.A.;Não-liderança;1218;855;0;0;0
39.115.514/0001-28;2024-12-31;2;141357;RUMO MALHA OESTE S.A.;Liderança;111;374;0;0;0
39.115.514/0001-28;2024-12-31;2;141357;RUMO MALHA OESTE S.A.;Não-liderança;856;6973;0;0;0
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;Liderança;307;570;0;0;0
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;Não-liderança;9187;9090;0;0;0
39.580.673/0001-01;2024-12-31;1;138717;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Liderança;27;65;0;0;0
39.580.673/0001-01;2024-12-31;1;138717;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;Não-liderança;145;397;0;0;0
40.159.947/0001-64;2024-12-31;5;142090;HMOBI PARTICIPAÇÕES S.A.;Liderança;33;155;0;0;0
40.159.947/0001-64;2024-12-31;5;142090;HMOBI PARTICIPAÇÕES S.A.;Não-liderança;511;1510;0;0;0
40.263.170/0001-83;2024-12-31;2;139542;SOLVI ESSENCIS AMBIENTAL S.A.;Liderança;159;388;0;0;0
40.263.170/0001-83;2024-12-31;2;139542;SOLVI ESSENCIS AMBIENTAL S.A.;Não-liderança;1599;8509;0;0;0
40.337.136/0001-06;2024-12-31;4;142077;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;Liderança;6;2;0;0;0
40.337.136/0001-06;2024-12-31;4;142077;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;Não-liderança;10;6;0;0;0
40.593.395/0001-06;2024-12-31;2;139167;IFIN PARTICIPAÇÕES S.A.;Liderança;0;3;0;0;0
40.593.395/0001-06;2024-12-31;2;139167;IFIN PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;1
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;Liderança;378;999;0;0;0
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;Não-liderança;3399;13791;0;0;0
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;Liderança;55;156;0;0;0
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;Não-liderança;575;795;0;0;0
41.886.692/0001-02;2024-12-31;3;139416;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Liderança;4;6;0;0;0
41.886.692/0001-02;2024-12-31;3;139416;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Não-liderança;158;151;0;0;0
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;Liderança;324;661;0;0;0
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;Não-liderança;1938;5646;0;0;0
42.233.757/0001-75;2024-12-31;1;138530;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;Liderança;0;2;0;0;0
42.233.757/0001-75;2024-12-31;1;138530;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;Não-liderança;0;0;0;0;1
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;Liderança;31;83;0;0;0
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;Não-liderança;264;735;0;0;0
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Liderança;90;83;0;0;52
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Não-liderança;540;347;4;0;407
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;Liderança;2;4;0;0;0
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;Não-liderança;18;27;0;0;0
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;Liderança;38;67;0;0;0
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;Não-liderança;104;173;0;0;0
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;Liderança;221;407;0;0;0
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;Não-liderança;1458;1985;0;0;0
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Liderança;275;141;0;0;0
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Não-liderança;3482;1148;0;0;0
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;Liderança;171;350;0;0;0
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;Não-liderança;2012;2267;0;0;0
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;Liderança;40;56;0;0;0
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;Não-liderança;232;321;0;0;0
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;Liderança;123;260;0;0;0
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;Não-liderança;1028;1805;0;0;0
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;Liderança;149;424;0;0;0
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;Não-liderança;2038;8559;0;0;0
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;Liderança;270;168;0;0;0
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;Não-liderança;6562;1876;0;0;0
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;Liderança;652;353;2;5;133
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;Não-liderança;9050;4093;72;89;1556
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;Liderança;0;0;0;0;273
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;Não-liderança;0;0;0;0;1049
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Liderança;111;269;0;0;0
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Não-liderança;1871;1667;0;0;0
45.987.245/0001-92;2024-12-31;2;139465;BAHEMA EDUCAÇÃO S.A.;Liderança;135;66;0;0;0
45.987.245/0001-92;2024-12-31;2;139465;BAHEMA EDUCAÇÃO S.A.;Não-liderança;1641;780;0;0;0
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Liderança;45;89;0;0;0
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Não-liderança;350;1574;0;0;0
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;Liderança;31;38;0;0;0
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;Não-liderança;539;230;0;0;0
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;Liderança;430;636;0;0;0
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;Não-liderança;20497;18415;0;0;0
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;Liderança;934;1487;1;3;35
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;Não-liderança;16088;16764;12;1310;461
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;Liderança;31;37;0;0;0
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;Não-liderança;147;70;0;0;0
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;Liderança;271;96;0;64;1
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;Não-liderança;2249;758;4;283;44
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;Liderança;38;93;0;0;0
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;Não-liderança;631;1620;0;0;0
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;Liderança;27;19;0;0;0
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;Não-liderança;56;40;0;0;0
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;Liderança;326;660;0;0;0
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;Não-liderança;8756;8257;0;0;0
51.128.999/0001-90;2024-12-31;2;141768;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Liderança;5;15;0;0;0
51.128.999/0001-90;2024-12-31;2;141768;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Não-liderança;28;163;0;0;0
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;Liderança;13;62;0;0;0
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;Não-liderança;155;398;0;0;0
51.466.860/0001-56;2024-03-31;10;140392;SAO MARTINHO S.A.;Liderança;23;534;0;0;0
51.466.860/0001-56;2024-03-31;10;140392;SAO MARTINHO S.A.;Não-liderança;954;11131;0;0;0
51.928.174/0001-50;2024-12-31;3;139433;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Liderança;22;189;0;0;0
51.928.174/0001-50;2024-12-31;3;139433;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Não-liderança;680;1662;0;0;0
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;Liderança;297;1094;0;0;0
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;Não-liderança;5607;24853;0;0;0
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;Liderança;575;967;0;0;0
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;Não-liderança;3915;6192;0;0;0
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;Liderança;36;183;0;0;0
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;Não-liderança;491;2381;0;0;0
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;Liderança;13;90;0;0;0
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;Não-liderança;247;1372;0;0;0
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;Liderança;0;6;0;0;0
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;Não-liderança;5;19;0;0;0
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;Liderança;82;49;1;2;53
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;Não-liderança;884;305;2;7;521
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;Liderança;58;72;0;0;0
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;Não-liderança;922;650;0;0;0
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Liderança;51;109;0;0;0
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Não-liderança;5578;5569;0;0;0
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Liderança;173;299;0;0;0
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Não-liderança;954;1183;0;0;0
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Liderança;126;43;0;0;0
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Não-liderança;1133;302;2;1;0
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Liderança;136;269;0;0;0
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Não-liderança;2359;1829;0;0;0
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Liderança;0;0;0;0;0
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Não-liderança;0;0;0;0;0
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Liderança;84;285;0;0;0
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Não-liderança;1154;1605;0;0;0
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Liderança;39;107;0;0;0
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Não-liderança;770;3411;0;0;0
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Liderança;36;295;0;5;5
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Não-liderança;960;4927;13;94;259
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Liderança;53;202;0;0;0
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Não-liderança;1501;4311;0;0;0
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Liderança;83;55;0;0;0
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Não-liderança;173;119;0;0;0
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Liderança;5;3;0;0;0
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Não-liderança;12;6;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Liderança;20;36;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Não-liderança;89;248;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Liderança;3945;7193;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Não-liderança;39689;34765;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Liderança;1157;498;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Não-liderança;16615;4130;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Liderança;0;10;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Não-liderança;9;83;0;0;0
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Liderança;964;1158;3;0;11477
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Não-liderança;3642;3506;59;0;69080
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Liderança;0;1;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Não-liderança;1;0;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Liderança;50;247;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Não-liderança;1337;12294;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Liderança;15;19;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Não-liderança;33;66;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Liderança;10;52;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Não-liderança;227;1556;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;9;9;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;36;42;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Liderança;43;64;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Não-liderança;3333;8535;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Liderança;0;1;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Não-liderança;0;1;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Liderança;9;17;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Não-liderança;398;344;0;5;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Liderança;31;118;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Não-liderança;1177;1785;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Liderança;46;235;0;0;3
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Não-liderança;787;6545;12;12;681
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Liderança;0;3;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Não-liderança;8;42;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Liderança;70;184;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Não-liderança;516;512;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Liderança;732;216;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Não-liderança;3543;1140;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Liderança;205;494;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Não-liderança;2347;3516;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Liderança;4;7;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Não-liderança;26;45;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Liderança;12;27;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Não-liderança;93;262;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Liderança;51;317;0;0;37
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Não-liderança;850;3605;0;0;687
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Liderança;1905;836;0;0;0
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Não-liderança;36071;10372;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Liderança;13;3;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Não-liderança;38;31;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;1
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;1
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Liderança;2070;1318;4;8;611
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Não-liderança;20321;11403;200;245;21036
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Liderança;57;74;0;0;0
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Não-liderança;329;619;0;0;4
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Liderança;11;19;0;0;0
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Não-liderança;58;70;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Liderança;27;53;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Não-liderança;123;121;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Liderança;220;358;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Não-liderança;1555;1411;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Liderança;58;214;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Não-liderança;294;1137;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Liderança;127;121;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Não-liderança;4288;3206;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Liderança;87;234;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Não-liderança;1806;3730;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Liderança;87;234;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Não-liderança;1806;3730;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Liderança;39;69;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Não-liderança;201;279;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Liderança;7;18;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Não-liderança;33;23;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Liderança;360;1347;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Não-liderança;6160;16016;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Liderança;3;26;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Não-liderança;40;150;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Liderança;71;217;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Não-liderança;1060;2881;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Liderança;133;149;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Não-liderança;936;2365;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Liderança;203;185;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Não-liderança;1694;4096;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Liderança;2033;3435;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Não-liderança;74085;70800;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Liderança;38;128;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Não-liderança;445;1689;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Liderança;87;313;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Não-liderança;1170;4234;0;0;0
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Liderança;70;166;1;5;11
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Não-liderança;884;2756;29;232;569
