CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta;Nao_Aplicavel
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Diretoria;0;3;0;0;0;0;0;N
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Conselho de Administração - Efetivos;0;8;0;0;0;0;0;N
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Diretoria;0;7;0;1;0;0;0;N
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;0;0;N
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Diretoria;0;5;0;0;0;0;0;N
59.546.515/0001-34;2024-12-31;3;141272;FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
59.546.515/0001-34;2024-12-31;3;141272;FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Conselho de Administração - Suplentes;0;5;0;0;0;0;0;N
59.546.515/0001-34;2024-12-31;3;141272;FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
59.546.515/0001-34;2024-12-31;3;141272;FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
59.546.515/0001-34;2024-12-31;3;141272;FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Diretoria;0;4;0;0;0;0;0;N
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Diretoria;0;3;0;0;0;0;0;N
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Diretoria;0;4;0;0;0;0;0;N
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Conselho de Administração - Efetivos;0;8;0;0;0;0;0;N
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Diretoria;1;5;0;0;0;0;0;N
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;0;0;0;0;0;0;0;S
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Diretoria;0;0;0;0;0;0;0;S
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Conselho de Administração - Efetivos;1;2;0;0;0;0;1;N
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;3;N
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Conselho Fiscal - Suplentes;0;1;0;0;0;0;2;N
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Diretoria;0;1;1;0;0;0;1;N
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Diretoria;0;2;0;0;0;0;0;N
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;8;0;N
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Diretoria;0;0;0;0;0;4;0;N
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Conselho de Administração - Efetivos;0;8;0;0;0;0;0;N
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Conselho Fiscal - Suplentes;0;2;0;0;0;0;0;N
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Diretoria;0;5;0;0;0;0;0;N
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Diretoria;0;4;0;0;0;0;0;N
60.665.981/0001-18;2024-12-31;2;139271;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Conselho de Administração - Efetivos;9;0;0;0;0;0;0;N
60.665.981/0001-18;2024-12-31;2;139271;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.665.981/0001-18;2024-12-31;2;139271;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Conselho Fiscal - Efetivos;3;0;0;0;0;0;0;N
60.665.981/0001-18;2024-12-31;2;139271;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.665.981/0001-18;2024-12-31;2;139271;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;Diretoria;6;0;0;0;0;0;0;N
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Conselho de Administração - Efetivos;0;10;0;0;0;0;0;N
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Diretoria;0;5;0;0;0;0;0;N
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Conselho de Administração - Efetivos;1;10;0;0;0;0;0;N
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Conselho Fiscal - Efetivos;0;4;0;0;0;0;1;N
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;0;0;N
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Diretoria;2;105;0;5;0;0;13;N
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Conselho de Administração - Efetivos;0;10;0;0;0;0;0;N
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Conselho de Administração - Suplentes;0;3;0;0;0;0;0;N
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Diretoria;2;3;0;0;0;0;0;N
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;0;0;0;0;0;0;0;S
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Diretoria;0;0;0;0;0;0;0;S
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Conselho de Administração - Efetivos;0;12;0;1;0;0;0;N
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Conselho Fiscal - Efetivos;1;2;0;0;0;0;0;N
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Diretoria;0;31;0;1;0;0;2;N
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;2;0;N
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Diretoria;0;0;0;0;0;2;0;N
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho de Administração - Efetivos;1;5;0;0;0;0;2;N
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho Fiscal - Efetivos;0;3;0;1;0;0;1;N
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Diretoria;1;5;0;0;0;0;0;N
60.933.603/0001-78;2024-12-31;1;138261;CESP - CIA ENERGETICA DE SAO PAULO;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
60.933.603/0001-78;2024-12-31;1;138261;CESP - CIA ENERGETICA DE SAO PAULO;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
60.933.603/0001-78;2024-12-31;1;138261;CESP - CIA ENERGETICA DE SAO PAULO;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
60.933.603/0001-78;2024-12-31;1;138261;CESP - CIA ENERGETICA DE SAO PAULO;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
60.933.603/0001-78;2024-12-31;1;138261;CESP - CIA ENERGETICA DE SAO PAULO;Diretoria;0;4;0;0;0;0;0;N
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;0;S
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Diretoria;0;0;0;0;0;0;0;S
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Diretoria;0;3;0;0;0;0;0;N
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;0;2;1;0;0;0;0;N
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Diretoria;0;2;0;0;0;0;0;N
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Conselho de Administração - Efetivos;0;8;0;0;0;0;0;N
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Diretoria;0;4;0;0;0;0;0;N
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;0;S
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Diretoria;0;0;0;0;0;0;0;S
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Diretoria;0;1;0;0;0;0;0;N
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Conselho Fiscal - Efetivos;1;2;0;0;0;0;0;N
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Diretoria;1;2;0;0;0;0;0;N
61.092.037/0001-81;2024-12-31;4;141790;ETERNIT S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
61.092.037/0001-81;2024-12-31;4;141790;ETERNIT S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.092.037/0001-81;2024-12-31;4;141790;ETERNIT S.A.;Conselho Fiscal - Efetivos;0;2;0;1;0;0;0;N
61.092.037/0001-81;2024-12-31;4;141790;ETERNIT S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
61.092.037/0001-81;2024-12-31;4;141790;ETERNIT S.A.;Diretoria;0;3;0;1;0;0;0;N
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Conselho de Administração - Efetivos;0;9;0;0;0;0;0;N
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Conselho de Administração - Suplentes;0;6;0;0;0;0;0;N
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Diretoria;0;4;0;0;0;0;0;N
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;0;0;N
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Diretoria;0;2;0;0;0;0;0;N
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Conselho de Administração - Efetivos;1;8;0;0;0;0;0;N
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Conselho Fiscal - Suplentes;1;2;0;0;0;0;0;N
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Diretoria;1;9;0;0;0;0;0;N
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Diretoria;0;2;0;0;0;0;0;N
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Conselho de Administração - Efetivos;0;9;0;0;0;0;0;N
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Diretoria;0;4;0;0;0;0;0;N
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;0;0;N
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Diretoria;0;3;0;0;0;0;0;N
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Diretoria;0;6;0;0;0;0;0;N
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Conselho de Administração - Efetivos;0;6;0;0;0;0;1;N
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Diretoria;0;8;0;0;0;0;0;N
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;2;N
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
