CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;2024-01-01;2024-12-31;94591066.47;Conselho de Administração;15.00;14733820.28;15.00;12202765.12;1451055.16;1080000.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do Conselho de Administração, Conselho Fiscal e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual-2023-CVM/SEP.
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;2024-01-01;2024-12-31;94591066.47;Diretoria Estatutária;6.00;77794112.78;6.00;13393143.98;772012.67;0.00;0.00;N/A;42725495.24;0.00;0.00;0.00;0.00;N/A;1764017.49;0.00;19139443.40;O número de membros do Conselho de Administração, Conselho Fiscal e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual-2023-CVM/SEP.
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;2024-01-01;2024-12-31;94591066.47;Conselho Fiscal;5.00;2063133.41;5.00;1660945.00;402188.41;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do Conselho de Administração, Conselho Fiscal e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual-2023-CVM/SEP.
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2022-01-01;2022-12-31;7988466.00;Conselho de Administração;7.00;1792640.00;7.00;1675520.00;0.00;117120.00;0.00;;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;Não se aplica.
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2022-01-01;2022-12-31;7988466.00;Diretoria Estatutária;3.00;6038686.00;3.00;5083080.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;955606.00;
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2022-01-01;2022-12-31;7988466.00;Conselho Fiscal;3.00;157140.00;3.00;157140.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;Não se aplica.
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2021-01-01;2021-12-31;6672451.00;Conselho de Administração;7.00;1520400.00;7.00;1520400.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2021-01-01;2021-12-31;6672451.00;Diretoria Estatutária;3.00;4691134.00;3.00;4574160.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;116974.00;
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2021-01-01;2021-12-31;6672451.00;Conselho Fiscal;3.00;460917.00;3.00;460917.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2023-01-01;2023-12-31;8144468.00;Conselho de Administração;7.00;1968040.00;7.00;1787240.00;0.00;180800.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;Não se aplica.
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2023-01-01;2023-12-31;8144468.00;Diretoria Estatutária;3.00;6176428.00;3.00;5652060.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;524368.00;
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2023-01-01;2023-12-31;8144468.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;Não se aplica.
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2024-01-01;2024-12-31;9300000.00;Conselho de Administração;7.00;2200000.00;7.00;2000000.00;0.00;200000.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;Não se aplica.
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2024-01-01;2024-12-31;9300000.00;Diretoria Estatutária;3.00;7100000.00;3.00;6200000.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;900000.00;Não se aplica.
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;2024-01-01;2024-12-31;9300000.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;0.00;0.00;Não se aplica.;0.00;0.00;0.00;Não se aplica.
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;289367.00;Conselho de Administração;5.00;151300.00;5.00;134967.00;0.00;0.00;0.00;;16333.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;289367.00;Diretoria Estatutária;2.00;60000.00;2.00;52000.00;0.00;0.00;0.00;;8000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;289367.00;Conselho Fiscal;3.00;78067.00;3.00;78067.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;258941.00;Conselho de Administração;6.00;145474.00;6.00;121474.00;0.00;0.00;0.00;;24000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;258941.00;Diretoria Estatutária;2.00;68867.00;2.00;60867.00;0.00;0.00;0.00;;8000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2021-01-01;2021-12-31;258941.00;Conselho Fiscal;3.00;44600.00;3.00;44600.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;623333.00;Conselho de Administração;5.00;325000.00;5.00;325000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;623333.00;Diretoria Estatutária;2.17;139333.00;2.17;139333.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;623333.00;Conselho Fiscal;3.00;159000.00;3.00;159000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;541875.00;Conselho de Administração;5.00;217500.00;3.00;167500.00;0.00;0.00;0.00;;50000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Foi realizado pagamento de bônus no mês de janeiro de 2024, relativo ao exercício social de 2023. Houve uma redução no valor previsto para 2024 em razão da deliberação do Conselho de Administração para diminuição das remunerações individuais e da apresentação de renúncia da remuneração pelas Conselheiras Chao En Hung, Livia Chao e Margareth Herrmann. Com a realização da eleição dos novos administradores em Assembleia Ordinária, é possível que haja alteração dos valores previstos.
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;541875.00;Diretoria Estatutária;2.33;163125.00;2.33;133125.00;0.00;0.00;0.00;;30000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Foi realizado pagamento de bônus no mês de janeiro de 2024, relativo ao exercício social de 2023. Houve uma redução no valor previsto para 2024 em razão da deliberação do Conselho de Administração para diminuição das remunerações individuais. Com a realização da eleição dos novos administradores em Assembleia Ordinária, é possível que haja alteração dos valores previstos.
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;541875.00;Conselho Fiscal;3.00;161250.00;3.00;161250.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Houve uma redução no valor previsto para 2024 em razão da deliberação do Conselho de Administração para diminuição das remunerações individuais. Com a realização da eleição dos novos administradores em Assembleia Ordinária, é possível que haja alteração dos valores previstos.
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2021-01-01;2021-12-31;380585947.28;Conselho de Administração;12.00;7185035.43;6.00;5526500.00;415072.93;0.00;1243462.50;O valor informado em "Outros" se refere ao valor de INSS.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2021-01-01;2021-12-31;380585947.28;Diretoria Estatutária;50.00;369488844.32;45.00;76828861.70;7142244.15;0.00;82715530.01;O valor informado em "Outros" engloba o valor de R$ 57.007.756,70 e R$25.707.773,31 de INSS.;0.00;101401104.23;0.00;0.00;0.00;;0.00;0.00;101401104.23;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2021-01-01;2021-12-31;380585947.28;Conselho Fiscal;6.00;3912067.53;3.00;3192333.33;1459.20;0.00;718275.00;O valor informado em "Outros" se refere ao valor de INSS.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;351214037.06;Conselho de Administração;10.00;19311627.84;5.00;14220986.19;242937.34;0.00;3448537.64;INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;1399166.67;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;351214037.06;Diretoria Estatutária;50.00;331373870.72;50.00;75736959.17;4781405.75;0.00;73928105.80;Valor inclui INSS;0.00;85106050.00;0.00;0.00;0.00;N/A;0.00;0.00;91821350.00;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;351214037.06;Conselho Fiscal;6.00;528538.50;3.00;431460.00;0.00;0.00;97078.50;INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2023-01-01;2023-12-31;401630245.56;Conselho de Administração;11.00;14247341.66;6.67;11532331.82;120235.18;0.00;2594774.66;INSS;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2023-01-01;2023-12-31;401630245.56;Diretoria Estatutária;51.00;387205745.62;50.75;88820829.58;5180170.61;0.00;88140778.76;Valor inclui INSS;0.00;97304600.00;0.00;0.00;0.00;N/A;0.00;0.00;107759366.67;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2023-01-01;2023-12-31;401630245.56;Conselho Fiscal;3.00;177158.28;2.17;144619.00;0.00;0.00;32539.28;INSS;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2024-01-01;2024-12-31;535526630.00;Conselho de Administração;11.00;25500000.00;7.00;20000000.00;1000000.00;0.00;4500000.00;INSS;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;2024-01-01;2024-12-31;535526630.00;Diretoria Estatutária;48.00;510026630.00;48.00;113366000.00;9000000.00;0.00;118766630.00;Valor inclui INSS;0.00;134447000.00;0.00;0.00;0.00;N/A;0.00;0.00;134447000.00;
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2022-01-01;2022-12-31;3525538.38;Conselho de Administração;5.00;240000.00;2.00;240000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2022-01-01;2022-12-31;3525538.38;Diretoria Estatutária;3.75;3285538.38;3.75;2449420.00;0.00;0.00;0.00;;836118.38;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2021-01-01;2021-12-31;2993394.72;Conselho de Administração;5.00;240000.00;2.00;240000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2021-01-01;2021-12-31;2993394.72;Diretoria Estatutária;3.00;2753394.72;3.00;1910420.00;0.00;0.00;0.00;;842974.72;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2023-01-01;2023-12-31;3586916.10;Conselho de Administração;6.00;240000.00;2.00;240000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2023-01-01;2023-12-31;3586916.10;Diretoria Estatutária;4.00;3346916.10;4.00;2694800.00;0.00;0.00;0.00;;652116.10;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2024-01-01;2024-12-31;3640600.00;Conselho de Administração;6.00;240000.00;2.00;240000.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2024-01-01;2024-12-31;3640600.00;Diretoria Estatutária;4.00;3400600.00;4.00;2893600.00;0.00;0.00;0.00;-;507000.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;
91.333.666/0001-17;2024-12-31;2;141243;RECRUSUL S.A.;2022-01-01;2022-12-31;158000.00;Conselho de Administração;3.00;51000.00;3.00;51000.00;0.00;0.00;0.00;Não se aplica;0.00;0.00;0.00;0.00;0.00;Não se aplica;0.00;0.00;0.00;
91.333.666/0001-17;2024-12-31;2;141243;RECRUSUL S.A.;2022-01-01;2022-12-31;158000.00;Diretoria Estatutária;3.00;107000.00;3.00;107000.00;0.00;0.00;0.00;Não se aplica;0.00;0.00;0.00;0.00;0.00;Não se aplica;0.00;0.00;0.00;Não se aplica
91.669.747/0001-92;2024-12-31;1;138220;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2021-01-01;2021-12-31;601788.48;Conselho de Administração;4.00;155520.00;4.00;155520.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
91.669.747/0001-92;2024-12-31;1;138220;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2021-01-01;2021-12-31;601788.48;Diretoria Estatutária;2.00;446268.48;2.00;446268.48;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
91.669.747/0001-92;2024-12-31;1;138220;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2022-01-01;2022-12-31;601788.48;Conselho de Administração;4.00;155520.00;4.00;155520.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
91.669.747/0001-92;2024-12-31;1;138220;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2022-01-01;2022-12-31;601788.48;Diretoria Estatutária;2.00;446268.48;2.00;446268.48;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
91.669.747/0001-92;2024-12-31;1;138220;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2023-01-01;2023-12-31;0.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Conforme Política divulgada não existiu em 2023 remuneração dos membros do Conselho de Administração.;0.00;0.00;0.00;0.00;0.00;Conforme Política divulgada não existiu em 2023 remuneração dos membros do Conselho de Administração.;0.00;0.00;0.00;Sem observações.
91.669.747/0001-92;2024-12-31;1;138220;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2023-01-01;2023-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Conforme Política divulgada não existiu em 2023 remuneração dos membros da Diretoria Estatutária.;0.00;0.00;0.00;0.00;0.00;Conforme Política divulgada não existiu em 2023 remuneração dos membros da Diretoria Estatutária.;0.00;0.00;0.00;Sem observações.
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2022-01-01;2022-12-31;7690490.85;Conselho de Administração;8.00;1601359.68;8.00;1601359.68;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2022-01-01;2022-12-31;7690490.85;Diretoria Estatutária;3.00;5796446.85;3.00;3170744.98;364815.96;0.00;0.00;;1766706.68;0.00;0.00;0.00;0.00;;0.00;0.00;494179.23;
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2022-01-01;2022-12-31;7690490.85;Conselho Fiscal;3.00;292684.32;3.00;292684.32;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2021-01-01;2021-12-31;6069486.97;Conselho de Administração;8.00;1440674.18;8.00;1440674.18;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2021-01-01;2021-12-31;6069486.97;Diretoria Estatutária;3.00;4351546.47;3.00;2411970.99;264377.52;0.00;0.00;;1471441.68;0.00;0.00;0.00;0.00;;0.00;0.00;203756.28;
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2021-01-01;2021-12-31;6069486.97;Conselho Fiscal;3.00;277266.32;3.00;277266.32;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2023-01-01;2023-12-31;10688506.58;Conselho de Administração;8.00;2084748.75;8.00;1952748.75;0.00;132000.00;0.00;n/a;0.00;0.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;n/a
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2023-01-01;2023-12-31;10688506.58;Diretoria Estatutária;4.00;8293863.71;4.00;3590028.44;716907.50;0.00;0.00;n/a;2202891.40;0.00;0.00;0.00;0.00;n/a;0.00;0.00;1784036.37;n/a
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2023-01-01;2023-12-31;10688506.58;Conselho Fiscal;3.00;309894.12;3.00;309894.12;0.00;0.00;0.00;n/a;0.00;0.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;n/a
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2024-01-01;2024-12-31;13517092.75;Conselho de Administração;8.00;3251991.36;8.00;2044311.36;0.00;1207680.00;0.00;n/a;0.00;0.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;n/a
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2024-01-01;2024-12-31;13517092.75;Diretoria Estatutária;3.00;9938163.07;3.00;3031700.16;845636.93;0.00;0.00;N/A;3238797.45;0.00;0.00;0.00;0.00;N/A;0.00;0.00;2822028.53;
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;2024-01-01;2024-12-31;13517092.75;Conselho Fiscal;3.00;326938.32;3.00;326938.32;0.00;0.00;0.00;n/a;0.00;0.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;n/a
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2022-01-01;2022-12-31;3492120.00;Conselho de Administração;7.00;403488.00;5.00;211488.00;0.00;0.00;0.00;;0.00;192000.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2022-01-01;2022-12-31;3492120.00;Diretoria Estatutária;3.00;2934552.00;3.00;1536000.00;0.00;0.00;0.00;;0.00;1398552.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2022-01-01;2022-12-31;3492120.00;Conselho Fiscal;6.00;154080.00;3.00;154080.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2021-01-01;2021-12-31;3337269.00;Conselho de Administração;6.00;400017.00;4.00;192000.00;0.00;0.00;0.00;;0.00;208017.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2021-01-01;2021-12-31;3337269.00;Diretoria Estatutária;3.00;2797104.00;3.00;1398552.00;0.00;0.00;0.00;;0.00;1398552.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2021-01-01;2021-12-31;3337269.00;Conselho Fiscal;6.00;140148.00;3.00;140148.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2023-01-01;2023-12-31;3963300.00;Conselho de Administração;7.00;508500.00;5.00;297012.00;0.00;0.00;0.00;;0.00;211488.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2023-01-01;2023-12-31;3963300.00;Diretoria Estatutária;3.00;3280200.00;3.00;1744200.00;0.00;0.00;0.00;;0.00;1536000.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;2023-01-01;2023-12-31;3963300.00;Conselho Fiscal;6.00;174600.00;3.00;174600.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2022-01-01;2022-12-31;1440311.00;Conselho de Administração;5.00;1172316.00;5.00;1122029.00;50287.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2022-01-01;2022-12-31;1440311.00;Diretoria Estatutária;2.00;267995.00;2.00;267995.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2021-01-01;2021-12-31;1564821.00;Conselho de Administração;5.00;1256362.00;5.00;1018990.00;106342.00;0.00;0.00;;131030.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2021-01-01;2021-12-31;1564821.00;Diretoria Estatutária;2.00;308459.00;2.00;237626.00;42537.00;0.00;0.00;;28296.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2023-01-01;2023-12-31;1599965.00;Conselho de Administração;5.00;1361449.00;5.00;1191620.00;16706.00;0.00;0.00;;153123.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2023-01-01;2023-12-31;1599965.00;Diretoria Estatutária;2.00;238516.00;2.00;212895.00;0.00;0.00;0.00;;25621.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2024-01-01;2024-12-31;1764176.00;Conselho de Administração;6.00;1442701.00;5.00;1245243.00;17458.00;0.00;0.00;;180000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2024-01-01;2024-12-31;1764176.00;Diretoria Estatutária;2.00;272475.00;2.00;222475.00;0.00;0.00;0.00;;50000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;2024-01-01;2024-12-31;1764176.00;Conselho Fiscal;6.00;49000.00;2.00;49000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.665.611/0001-77;2024-12-31;3;141597;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;10205609.69;Conselho de Administração;6.00;2938007.00;5.00;1984076.00;0.00;0.00;0.00;-;0.00;953931.00;0.00;0.00;0.00;-;0.00;0.00;0.00;
92.665.611/0001-77;2024-12-31;3;141597;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;10205609.69;Diretoria Estatutária;3.00;7267602.69;3.00;4260194.00;0.00;0.00;0.00;-;0.00;3007408.69;0.00;0.00;0.00;-;0.00;0.00;0.00;
92.665.611/0001-77;2024-12-31;3;141597;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2021-01-01;2021-12-31;10876643.00;Conselho de Administração;6.00;2879532.00;5.00;1866030.00;0.00;0.00;0.00;;0.00;1013502.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.665.611/0001-77;2024-12-31;3;141597;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2021-01-01;2021-12-31;10876643.00;Diretoria Estatutária;3.00;7997111.00;3.00;3211929.00;0.00;0.00;0.00;0;0.00;4785182.00;0.00;0.00;0.00;;0.00;0.00;0.00;
92.665.611/0001-77;2024-12-31;3;141597;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2023-01-01;2023-12-31;10146272.62;Conselho de Administração;6.00;3171466.00;5.00;1976076.00;0.00;0.00;0.00;;0.00;1195390.00;0.00;0.00;0.00;;0.00;0.00;0.00;
