CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;126729;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000471;004189;Nacional;2021-10-25;;2021-12-31;(a) auditoria das demonstrações financeiras relativas ao exercício findo em 31 de dezembro de 2022, preparadas de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards - IFRS, emitidas pelo International Accounting Standards Board - IASB e (b) outros serviços relacionados que estão razoavelmente ligados à execução da auditoria ou revisão de nossas demonstrações financeiras e não relatados na categoria anterior. Esses serviços incluiriam, entre outros: consultas e auditorias contábeis em relação a aquisições, revisões de controles internos, serviços de atestados que não são exigidos por estatuto ou regulamento e consultoria sobre contabilidade financeira e padrões de relatórios.;R$ 2.498,0 mil líquidos de efeitos tributários, sendo (a) R$2.421,4 mil pela auditoria das demonstrações financeiras relativas ao exercício findo em 31 de dezembro de 2022, preparadas de acordo com as normas internacionais de contabilidade - International Financial Reporting Standards - IFRS, emitidas pelo International Accounting Standards Board - IASB e (b) R$ 76,5 mil por outros serviços relacionados que estão razoavelmente ligados à execução da auditoria ou revisão de nossas demonstrações financeiras e não relatados na categoria anterior. Esses serviços incluiriam, entre outros: consultas e auditorias contábeis em relação a aquisições, revisões de controles internos, serviços de atestados que não são exigidos por estatuto ou regulamento e consultoria sobre contabilidade financeira e padrões de relatórios.;Não aplicável.;Não aplicável.
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;125940;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936001440;004715;Nacional;2017-04-01;;2017-04-01;(i) Auditoria das Demonstrações Financeiras individuais e consolidadas de cada encerramento de exercício e revisão das informações intermediárias de cada trimestre, correspondente ao período da contratação dos serviços. (ii) Auditoria das Demonstrações Financeiras individuais e consolidadas de cada encerramento de exercício e revisão das informações intermediárias de cada trimestre, correspondente ao período da contratação dos serviços para controlada Rede Brasileira de Diagnósticos SPE S.A. Os serviços foram executados até o exercício de 2021.;As remunerações totais da Ernst & Young Auditores Independentes pelos serviços prestados para a Companhia e suas controladas em 2021, 2020 e 2019 foram de R$1.085.994,50, de R$ 1.389.245,20 e de R$ 1.258.000,00, respectivamente.;N/A;N/A
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;125941;BKR - LOPES, MACHADO AUDITORES;;40262602000131;005363;Nacional;2022-04-22;;2022-01-01;Exame de acordo com as normas brasileiras e internacionais de auditoria sobre as demonstrações financeiras individuais e consolidadas, elaboradas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro ("International Financial Reporting Standards - IFRS", emitidas pelo IASB - "IFRS") para o exercício a encerrar-se em 31 de dezembro de 2023.Auditoria técnicas em demonstrações financeiras, previdenciárias e tributárias de possíveis aquisições ou fusões.Revisão das demonstrações contábeis intermediárias (ITR) de 31 de março de 2023, 30 de junho de 2023, 30 de setembro de 2023.As remunerações totais da BKR - Lopes Machado Auditores pelos serviços prestados para a Companhia em 2023 e 2022 foram de R$ 902.250,00 e de R$ 989.784,00 , respectivamente.;a) Honorários relativos a serviços de auditoria externa R$ 902.250,00b) Outros: R$ 932.592,00;Rodízio pelo tempo de 5 anos.;N/A
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;124053;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2023-06-01;;2023-06-12;Relativamente ao exercício findo em 31 de dezembro de 2023, a BDO RCS Independentes - S.S. Ltda. prestou serviços profissionais relativos à: i) auditoria das demonstrações financeiras da Companhia relativa ao exercício findo em 31 de dezembro de 2023 e revisões das informações financeiras trimestrais (ITRs) relativas aos períodos de três e seis meses encerrados em 30 de junho de 2023 e três e nove meses encerrados em 30 de setembro de 2023, preparadas de acordo com as práticas contábeis adotadas no Brasil ("BR GAAP") e Normas Internacionais de Relatório Financeiro ("IFRS"), emitidas pelo International Accounting Standard Board ("IASB") e os serviços foram executados de acordo com as normas brasileiras e internacionais de     auditoria e revisão, bem como, a emissão do relatório de recomendações e comentários à Administração relativa ao exercício findo em 31 de dezembro de 2023.;A remuneração dos auditores independentes relativa ao serviços prestados acima é de R$663 mil, líquido de impostos.;A Companhia esclarece que a mudança do auditor independente anterior foi realizada para promover a rotatividade da empresa de auditoria que auditava a Companhia desde 2016 e por ter obtido condições comerciais mais favoráveis. Ressaltamos que essa mudança contou com a anuência dos auditores substituídos.;Não aplicável
43.335.774/0001-86;2024-12-31;1;137845;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;123970;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S;;18596945000183;012076;Nacional;2021-10-29;;2021-10-29;Auditoria das Demonstrações Financeiras;No último exercício social encerrado em 31 de dezembro de 2021, os auditores independentes receberam da Companhia honorários que totalizaram o valor de R$ 4.500,00 (quatro mil e quinhentos reais), faturados em 04 (quatro) parcelas no valor de R$ 1.125,00 (um mil e cento e vinte e cinco reais), referentes a serviços de auditoria independente.;Não houve substituição dos auditores independentes.;Não houve substituição dos auditores independentes.
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;127242;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2021-04-27;;2021-04-27;Auditoria e serviços relacionados: Exame das demonstrações financeiras em 31 de dezembro e 2017, 2018, 2019, 2020 e 2021 e revisão das informações trimestrais - ITR, para os trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2017, 2018, 2019, 2020 e 2021. Outros serviços: Trabalho de revisão de ECD e ECF.;"A remuneração total dos auditores independentes para o exercício social findo em 31 de dezembro de 2021 foi de R$ 955.398,00 sendo: a) R$ 751.093,00, referente às demonstrações financeiras da Companhiab) R$ 18.045,00, referente À auditoria das demonstrações financeiras de determinadas sociedades sontroladasc) R$ 106.260, o processo de compilação das principais informações contidas no Prospecto dos investidores. d)R$ 80.000  Consultoria tributaria.";Não houve substituição;Não aplicável
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;127243;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2022-03-18;;2022-03-18;Auditoria e serviços relacionados: Exame das demonstrações financeiras em 31 de dezembro de 2022 e 2023 e revisão das informações trimestrais - ITR, para os trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2022 e 2023. Outros serviços: Emissão de carta-conforto, Prestação de Serviços Profissionais em Conexão com a Oferta Pública de Distribuição dos Certificados de Recebíveis Imobiliários da 40ª Emissão, em Série Única, da True Securitizadora S.A., lastreados em Créditos Imobiliários devidos pela Even Construtora e Incorporadora S.A.;"A remuneração total dos auditores independentes para o exercício social findo em 31 de dezembro de 2023  foi de R$ 601.050,00, referente às demonstrações financeiras da Companhia.";Rodízio de auditoria independente, disciplinado pela Instrução Normativa (IN) nº 308, da Comissão de Valores Mobiliários, de 14 de maio de 1999.;Não Aplicável
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;127190;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2023-04-05;;2021-08-30;Serviços de auditoria relativos a exercícios sociais encerrados em 31 de dezembro de 2023;Serviços de auditoria: R$ 1.780.232,96;N/A;N/A
43.514.079/0001-81;2024-12-31;1;138383;CLI SUL S.A.;124483;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2022-09-09;;2023-01-01;Auditoria das demonstrações financeiras individuais e consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2023 e 2022, a serem preparadas de acordo com as normas internacionais de contabilidade IFRS emitidas pela IASB.;No exercício social encerrado em 31 de dezembro de 2023, os auditores independentes receberam honorários que totalizaram o valor de R$886.297,38.;Não aplicável.;Não aplicável.
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;127260;Grant Thornton Auditores Independentes Ltda;;10830108000165;011274;Nacional;2020-10-07;;2020-07-01;Auditoria das Demonstrações Financeiras Anuais, do Formulário 20-F e leitura do Formulário de Referência, para os exercícios de 31/12/2020, 31/12/2021 e 31/12/2022. Revisão das informações trimestrais e serviços de auditoria relacionados à emissão de títulos nos mercados nacional e internacional, incluindo os financiamentos com o Banco Internacional de Reconstrução e Desenvolvimento (BIRD) e Banco Interamericano de Desenvolvimento (BID). Serviços previamente acordados em conexão com a oferta subsequente de ações da Companhia. O primeiro documento objeto de análise pela Grant Thornton foram as informações trimestrais para o período de nove meses findo em 30 de setembro de 2020 e o último foram as informações trimestrais para o período de seis meses findo em 30/06/2023. Houve aditamentos contratuais para a inclusão dos serviços extracontratuais: a) Auditoria e emissão de relatório (parecer) de auditoria independente sobre as informações financeiras e contábeis de execução do projeto em conformidade com os critérios e padrões estabelecidos pelo Banco Mundial (BIRD). b) Serviços extracontratuais relacionados à revisão para o processo de "Due Diligence" referente aos exercícios findos em 31 de dezembro de 2021 e de 2022, bem como as informações trimestrais do período findo em 30 de junho de 2023.;No exercício social encerrado em 31 de dezembro de 2023, os honorários faturados da Grant Thornton Auditores Independentes totalizaram R$ 852.310,81, sendo (a) R$ 432.991,39 referentes à auditoria das Demonstrações Financeiras Anuais e do Formulário 20F (b) R$ 16.866,89 referentes à revisão do Formulário de Referência (c) R$ 325.427,28 referentes à revisão das Informações Trimestrais (d) R$ 40.131,52 referentes a serviços de auditoria sobre o financiamento com o Banco Internacional para Reconstrução e Desenvolvimento (BIRD) (e) R$ 36.893,74 referentes a serviços de auditoria sobre o financiamento com o Banco Interamericano de Desenvolvimento (BID) Em 2023, os serviços prestados pela Grant Thornton e não relacionados à auditoria independente totalizaram o montante de R$ 22.700,46, relacionados à revisão do cálculo de tributos. No 1° trimestre de 2024 foram executados os serviços extracontratuais a) Relatório BIRD R$ 9.400,00 e b) Auditoria "Due Diligence - IFC" no montante de R$ 36.893,74. Para informações adicionais, vide o Item 9.4 deste Formulário de Referência.;Em 11 de setembro de 2023, a BDO RCS Auditores Independentes ("BDO") foi contratada como auditor independente da Companhia para os exercícios findos em 31 de dezembro de 2023, 2024 e 2025, em substituição à Grant Thornton Auditores Independentes Ltda ("Grant Thornton"). A referida contratação ocorreu em função do término do contrato com a Grant Thornton, sendo realizado processo licitatório, cuja empresa vencedora foi a BDO. A BDO iniciou suas atividades a partir da revisão das informações trimestrais ("ITRs") do terceiro trimestre do exercício de 2023. A Companhia obteve a anuência da Grant Thornton com relação à referida mudança.;Não aplicável.
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;127261;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2023-09-01;;2023-07-01;Os serviços executados em relação ao exercício social encerrado em 31 de dezembro de 2023 compreenderam: a) revisão das informações trimestrais (ITR) do periodo findo em 30 de setembro de 2023 para fins CVM b) auditoria com emissão de relatorio de auditoria sobre as demonstrações financerias anuais do exercício social encerrado em 31 de dezembro de 2023 para fins CVM e c) auditoria com emissao de relatório de auditoria sobre as demonstrações financeiras incluidas no formulário 20-F do exercicio social encerrado em 31 de dezembro de 2023 e relatório de auditoria sobre controles internos para fins SEC.;A remuneração dos auditores independentes relativa aos serviços de auditoria descritos nos itens acima no exercício social encerrado em 31 de dezembro de 2023 foi de R$ 308.501,96 considerando o cronograma de pagamentos conforme acertado no contrato de serviços entre a Companhia e os auditores independentes. Não houve remuneração aos auditores independentes no primeiro trimestre de 2024. Não houve remuneração aos auditores independentes relativa aos serviços não relacionados à auditoria independente;Não aplicável.;Não aplicável
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;124391;KPMG Auditores Independentes Ltda;;57755217001958;004189;Nacional;2023-04-27;;2020-09-01;Os serviços contratados compreendem: (i) auditoria independente das demonstrações financeiras individuais e consolidadas da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) referentes aos exercícios sociais encerrados em 31 de dezembro de 2023 (ii) revisão das Informações Trimestrais (ITR) individuais e consolidadas em 31 de março de 2023, 30 de junho de 2023 e 30 de setembro de 2023 preparados de acordo com o CPC 21(R1) - Demonstração Intermediária e a IAS 34 - Interim Financial Reporting, emitida pelo International Accounting Standards Board (IASB).;Os honorários cobrados pelos serviços prestados à Companhia, referente o último exercício social foram de R$945.352,14.;Não houve substituição dos auditores;Não aplicável.
44.067.725/0001-72;2024-12-31;3;141887;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;126981;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2022-03-26;;2022-03-26;Examinar o balanço patrimonial de 31 de dezembro de 2023 e 31 de dezembro de 2024 e as correspondentes demonstrações do resultado, do resultado abrangente das mutações dopatrimônio líquido, dos fluxos de caixa e do valor adicionado, do exercício a findar nessa data, incluindo as respectivas notas explicativas, de acordo com as normas internacionais de relatório financeiro - IFRS emitidas pelo International Accounting Standards Board (IASB) e de acordo com as práticas contábeis adotadas no Brasil. O exame será conduzido com o objetivo de expressar nossa opinião sobre as demonstrações financeiras. Ao término de nossa auditoria, emitirá e encaminhará a Conasa o relatório dos auditores independentes sobre as mencionadas demonstrações financeiras, em português.;R$ 143.227,00;Não houve substituição dos auditores independentes.;Não aplicável
44.319.688/0001-42;2024-12-31;1;138156;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;124284;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2022-06-07;;2022-01-01;A contratação dos serviços dos Auditores Independentes foi aprovada pelo Conselho de Administração da CCR em 07/04/2022, para a prestação de serviços de auditoria das demonstrações financeiras dos exercícios sociais de 2022 a 2026, sendo a contratação dos serviços formalizada em 07/06/2022 e o início das suas atividades em 29/03/2022, Os Auditores Independentes prestaram serviços de auditoria independente, relacionados a emissão das demonstrações financeiras individuais do exercício social encerrado em 31 de dezembro de 2023, com a finalidade de emissão de um parecer contemplando o balanço patrimonial e as respectivas demonstrações do resultado, demonstrações do resultado abrangente, das mutações do patrimônio líquido, dos fluxos de caixa, do valor adicionado e a sua adequação com as posições patrimonial e financeira. Adicionalmente, os auditores independentes foram contratados para revisões de suas Informações Trimestrais Individuais de 31 de março, 30 de junho e 30 de setembro de 2023.;No último exercício social, encerrado em 31 de dezembro de 2023, os auditores independentes receberam da Companhia honorários que totalizaram o valor de R$ 519.162,37 referentes a serviços de auditoria descritos acima.;Não houve substituição dos auditores independentes.;Não aplicável.
44.854.238/0001-50;2024-12-31;2;139839;PARSAN S.A.;125893;PricewaterhouseCoopers Auditores Independentes Ltda;;61562112000635;002879;Nacional;2023-09-05;;2021-01-01;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) auditoria das demonstrações financeiras consolidadas referentes aos exercícios sociais encerrados em 31 de dezembro de 2023, 2022 e 2021 e (ii) revisão das informações financeiras referentes ao período de 31 de março de 2023 e 30 de junho de 2023.;O montante total da remuneração paga aos auditores independentes foi de R$ 405 mil.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;126351;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2004-01-01;;2004-01-01;Em relação ao exercício social encerrado em 31 de dezembro de 2023, a Ernst & Young Auditores Independentes S/S prestou serviços de (i) auditoria das demonstrações financeiras consolidadas da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil ("BR GAAP") e Normas Internacionais de Relatório Financeiro ("IFRS"), emitidas pelo International Accounting Standard Board (IASB), de acordo com as normas brasileiras e internacionais de auditoria e serviços de revisão limitada das informações contábeis intermediárias (ii) revisão das informações financeiras trimestrais referentes aos períodos de três meses findos em 31 de março, 30 de junho e 30 de setembro de 2023 e (iii) trabalhos adicionais relativos à Reporting package para grupo Cofra.Em relação ao exercício social corrente, a Ernst & Young Auditores Independentes S/S (i) prestou serviços profissionais em conexão com a oferta pública da Companhia e (ii) prestou de serviços profissionais para emissão de carta conforto.;A remuneração dos auditores independentes relativa aos itens (i) auditoria das demonstrações financeiras consolidadas da Companhia e ao item (ii) revisão das informações trimestrais foi de R$1.975.044,21 e ao item (iii) trabalhos adicionais do reporting package foi de R$93.213,99.;Não houve substituição dos auditores independentes.;Não aplicável.
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;126569;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2023-04-26;;2023-01-01;O serviço prestado pelos auditores independentes foi de: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia referentes aos exercícios sociais findos em 31 de dezembro de 2023, 2024 e (ii) revisão das informações contábeis intermediárias individuais e consolidadas da Companhia.;No exercício social encerrado em 31 de dezembro de 2023, os auditores independentes receberam honorários que totalizaram o valor de R$ 630.000,00, referentes aos serviços de auditoria.;Não aplicável.;Não aplicável.
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;125373;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000206;004715;Nacional;2020-03-31;;2020-01-01;Os auditores independentes prestaram serviços relacionados à auditoria e revisão trimestral de nossas demonstrações financeiras consolidadas relativa aos exercícios sociais de 2020 a 2023, de acordo com as normas brasileiras e internacionais, de auditoria, com finalidade de emitir um parecer ou relatório de revisão trimestral dos auditores independentes, conforme o caso, sobre referidas demonstrações financeiras.;A remuneração dos auditores independentes no exercício social encerrado em 31 de dezembro de 2023 foi igual ao montante de R$ 844.770,42 referente aos trabalhos realizados no referido exercício. ;Não aplicável.;Não aplicável.
45.456.117/0001-12;2024-12-31;2;139567;ÁGUAS DO SERTÃO S.A.;125690;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2022-11-10;;2022-02-22;2023 - Serviços profissionais relativos a prestação, pelos auditores independentes, dos serviços de auditoria contábil para auditoria das demonstrações financeiras da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro International Financial Reporting Standards ("IFRS") emitidas pelo International Accounting Standard Board ("IASB"), referentes aos períodos findos em 31 de março de 2023, 30 de junho de 2023, 30 de setembro de 2023 e ao exercício social encerrado em 31 de dezembro de 2023.2022 - Serviços profissionais relativos a prestação, pelos auditores independentes, dos serviços de auditoria contábil para auditoria das demonstrações financeiras da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil e de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro International Financial Reporting Standards ("IFRS") emitidas pelo International Accounting Standard Board ("IASB"), referentes aos períodos findos em 31 de março de 2022, 30 de junho de 2022, 30 de setembro de 2022 e ao exercício social encerrado em 31 de dezembro de 2022, inclusive considerando os trabalhos de auditoria relacionados ao pedido de registro da Companhia como emissora na categoria "B" da CVM.;2023 - R$ 143.227,00 para serviços de auditoria2022 - Para o exercício social findo em 31 de dezembro de 2022, foram pagos honorários no valor de R$ 152.000 à PricewaterhouseCoopers Auditores Independentes, sendo R$ 70.000 para os serviços de auditoria e R$ 82.000 para honorários adicionais relacionados a auditoria para pedido de registro como categoria "B" na CVM.;Não aplicável;Não houve substituição dos auditores
45.736.131/0001-70;2024-12-31;5;140032;UNIDAS LOCADORA S.A.;125997;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2022-12-05;;2022-12-05;Os auditores independentes foram contratados para prestar os seguintes serviços para a Companhia:(i) auditoria das demonstrações financeiras individuais e consolidadas da Unidas Locadora S.A. ("Unidas") referente ao exercício a findo em 31 de dezembro de 2023, executadas em conformidade com as normas brasileiras e internacionais de auditoria, preparadas sob a responsabilidade da Administração da Companhia de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e internacionais (IFRS)(ii) revisão das informações financeiras individuais e consolidadas intermediárias da Unidas Locadora S.A. ("Unidas") para os trimestres findo em 31 de março, 30 de junho e 30 de setembro de 2023 preparadas em conformidade com as normas brasileiras e internacionais de contabilidade.;O montante total da remuneração dos auditores independentes no exercício findo em 31 de dezembro de 2023 foi de R$ 454.021,00, tendo sido R$328.423,20  para os serviços descritos no item "c3.i" acima e R$125.597,80  relativos aos serviços descritos no item "c3.ii" acima.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável.
45.987.245/0001-92;2024-12-31;2;139465;BAHEMA EDUCAÇÃO S.A.;125588;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2020-04-23;;2020-04-23;Auditoria das demonstrações contábeis trimestrais (a partir do 1T20) e das demonstrações contábeis de 2020 e 2021.;Contrato de 2 (dois) anos no valor de R$ 314.000 líquido de impostos.;Término do contrato dos auditores anteriores.;N/A
45.987.245/0001-92;2024-12-31;2;139465;BAHEMA EDUCAÇÃO S.A.;125589;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2022-03-31;;2022-03-31;Auditoria das demonstrações contábeis trimestrais (a partir do 1T22) e das demonstrações contábeis de 2022 e 2023.;Contrato de 2 (dois) anos no valor de R$ 513.000 líquido de impostos (cerca de R$ 598.250,73 bruto).Remuneração Segregada por serviços (se houver segregação): não há.;Não se aplica;Não se aplica
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;127144;TATICCA AUDITORES INDEPENDENTES S.S. - EPP;;20840718000101;012220;Nacional;2018-02-26;;2018-01-01;Os serviços contratados compreendem:Auditoria Independente das Demonstrações Contábeis da SANASA dos exercícios findos em 31 de dezembro de 2018, 2019, 2020, 2021 e 2022, com emissão de Relatório do Auditor Independente sobre as Demonstrações Contábeis.Auditoria Independente das Demonstrações Contábeis Intermediárias da SANASA, com emissão de Relatório de Revisão Especial de Informações Trimestrais (ITR) dos seguintes períodos: ITR's dos trimestres findos em 31 de março de 2018, 2019, 2020, 2021 e 2022 ITR's dos trimestres findos em 30 de junho de 2018, 2019, 2020, 2021 e 2022 ITR's dos trimestres findos em 30 de setembro de 2018, 2019, 2020, 2021 e 2022.Revisão do Formulário de Referência dos exercícios findos em 31 de dezembro de 2018, 2019, 2020 e 2021.Avaliação, com emissão de Relatório do Auditor Independente sobre os Controles Internos que tenham relevância e representatividade para as Demonstrações Contábeis, inclusive abrangendo os controles relacionados à Tecnologia da Informação, dos períodos findos em 31 de dezembro de 2018, 2019, 2020, 2021 e 2022.Auditoria Tributária dos procedimentos adotados pela SANASA na determinação das bases de cálculo, apuração e recolhimento do Imposto de Renda da Pessoa Jurídica (IRPJ), da Contribuição Social sobre o Lucro (CSLL), do Programa de Integração Social (PIS) e da Contribuição para o Financiamento da Seguridade Social (COFINS) dos períodos findos em: 31 de março de 2018, 2019, 2020, 2021 e 2022 30 de junho de 2018, 2019, 2020, 2021 e 2022 30 de setembro de 2018, 2019, 2020, 2021 e 2022 31 de dezembro de 2018, 2019, 2020, 2021 e 2022.Revisão da Escrituração Contábil Fiscal (ECF), contendo comentários e recomendações quanto à integridade e pertinência das informações, à luz da legislação aplicável, especialmente sobre os cálculos dos impostos e contribuições declarados ao Fisco, dos períodos findos em 31 de dezembro de 2018, 2019, 2020 e 2021.Revisão da Escrituração Contábil Digital (ECD), contendo comentários e recomendações quanto à integridade e pertinência das informações, à luz da legislação aplicável, dos períodos findos em 31 de dezembro de 2018, 2019, 2020 e 2021.Auditoria do Relatório de Sustentabilidade e Balanço Social dos exercícios de 2020, 2021 e 2022.Revisão do Relatório Operacional em Forma Longa dos exercícios de 2019 e 2021, para atender as exigências do contrato nº 150.167-52 firmado com a Caixa Econômica Federal, cláusula 6ª, subitem 6.2.3.;Honorários relativos a serviços de auditoria externa: R$ 51.300,00Honorários relativos à auditoria do relatório de sustentabilidade e balanço social: R$ 12.000,00Honorários relativos à revisão do relatório operacional em forma longa: R$ 6.000,00;Não houve substituição do auditor independente no último exercício.;Não aplicável, pois não houve substituição do auditor independente no último exercício.
