CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Nuno Filipe Nogueira Alves Coelho;Diretor de Relações com Investidores
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Henrique Antero Pio Marchesi;Diretor Presidente
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;Ricardo Fleury Cavalcanti de Albuquerque Lacerda;Diretor Presidente
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;Vinicius Carmona Cardoso;Diretor de Relações com Investidores
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Fabio Martinelli Godinho;Diretor Presidente
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Felipe Pinto Gomes;Diretor de Relações com Investidores
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;Marino Stefani Colpo;Diretor Presidente
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;Felipe Pereira Marques;Diretor de Relações com Investidores
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;Saulo Cabral e Silva;Diretor Presidente
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;Renato de Almeida Rocha;Diretor de Relações com Investidores
10.841.050/0001-55;2024-12-31;2;138068;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Rui Juarez Klein;Diretor Presidente
10.841.050/0001-55;2024-12-31;2;138068;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Ronald Dennis Marangon;Diretor de Relações com Investidores
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;Max Freddy Frauendorf;Diretor de Relações com Investidores
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;Jorge Luiz Avila da Silva;Diretor Presidente
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Abrão Muszkat;Diretor Presidente
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Bruno de Andrade Vasques;Diretor de Relações com Investidores
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;MILTON PILÃO JÚNIOR;Diretor Presidente
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;LEONARDO ROBERTO PEREIRA DOS SANTOS;Diretor de Relações com Investidores
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;DECIO FABRICIO ODDONE DA COSTA;Diretor Presidente
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;PEDRO RODRIGUES GALVÃO DE MEDEIROS;Diretor de Relações com Investidores
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;Marcos Aurélio Couto;Diretor Presidente
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;Guilherme Silveira Barrozo Netto;Diretor de Relações com Investidores
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Maurício da Silva Lopes;Diretor Presidente
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Carlos de Almeida Vasques de Carvalho Neto;Diretor de Relações com Investidores
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Eder da Silva Grande;Diretor de Relações com Investidores
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;DIEGO PAIXAO NOSSA VILLAR;Diretor Presidente
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;DIOGO DE BARRAL ARAUJO;Diretor de Relações com Investidores
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;Matheus Dias de Siqueira;Diretor Presidente
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;Rodrigo Pizarro Lavalle da Silva;Diretor de Relações com Investidores
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;Décio Fabricio Oddone da Costa;Diretor Presidente
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;Pedro Rodrigues Galvão de Medeiros;Diretor de Relações com Investidores
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;BRUNO LEMOS FERRARI;Diretor Presidente
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;CRISTIANO AFFONSO FERREIRA DE CAMARGO;Diretor de Relações com Investidores
12.108.897/0001-50;2024-12-31;4;140378;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;SAMMY BIRMARCKER;Diretor Presidente
12.108.897/0001-50;2024-12-31;4;140378;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;RITA CRISTIANE RIBEIRO CARVALHO;Diretor de Relações com Investidores
12.181.987/0001-77;2024-12-31;6;141712;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;Leandro Melnick;Diretor Presidente
12.181.987/0001-77;2024-12-31;6;141712;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;Juliano Melnick;Diretor de Relações com Investidores
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;Paulo Roberto Ribeiro Pinto;Diretor Presidente
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;Luiz Fernando Rolla;Diretor de Relações com Investidores
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;Flavia de Lima Carvalho;Diretor de Relações com Investidores
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;Leonardo Almeida Byrro;Diretor Presidente
12.489.315/0001-23;2024-12-31;1;138012;FERREIRA GOMES ENERGIA S.A.;Eduardo Fucs;Diretor Presidente/Relações com Investidores
12.528.708/0001-07;2024-12-31;3;141667;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Alexandre Sarnes Negrão;Diretor Presidente
12.528.708/0001-07;2024-12-31;3;141667;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;José Antônio de Sousa Azevedo;Diretor de Relações com Investidores
12.592.831/0001-89;2024-12-31;2;139813;MNLT S.A.;Pedro Zinner;Diretor Presidente
12.592.831/0001-89;2024-12-31;2;139813;MNLT S.A.;Mateus Scherer Schwening;Diretor de Relações com Investidores
12.648.266/0001-24;2024-12-31;6;142019;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Tércio Borlenghi Junior;Diretor Presidente
12.648.266/0001-24;2024-12-31;6;142019;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Pedro Borges Petersen;Diretor de Relações com Investidores
12.648.266/0001-24;2024-12-31;6;142019;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Pedro Borges Petersen;Diretor de Relações com Investidores
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;Fabio Abreu Schettino;Diretor Presidente/Relações com Investidores
12.919.786/0001-24;2024-12-31;1;138864;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Xiaojun Cao;Diretor Presidente
12.919.786/0001-24;2024-12-31;1;138864;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Xiaodong Wang;Diretor de Relações com Investidores
13.009.717/0001-46;2024-12-31;5;142035;BCO ESTADO DE SERGIPE S.A. - BANESE;MARCO ANTÔNIO QUEIROZ;Diretor Presidente
13.009.717/0001-46;2024-12-31;5;142035;BCO ESTADO DE SERGIPE S.A. - BANESE;ALESSIO DE OLIVEIRA REZENDE;Diretor de Relações com Investidores
13.017.462/0001-63;2024-12-31;1;138214;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
13.017.462/0001-63;2024-12-31;1;138214;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Roberto Carlos Pereira Currais;Diretor Presidente
13.217.485/0001-11;2024-12-31;3;141452;GRUPO SBF S.A.;PEDRO DE SOUZA ZEMEL;Diretor Presidente
13.217.485/0001-11;2024-12-31;3;141452;GRUPO SBF S.A.;JOSÉ LUÍS MAGALHÃES SALAZAR;Diretor de Relações com Investidores
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;ANTÔNIO ALVES BENJAMIM NETO;Diretor Presidente
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;ELIAS LEAL LIMA;Diretor de Relações com Investidores
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;Antonio Frias Oliva Neto;Diretor Presidente/Relações com Investidores
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;Mikio Kawai Junior;Diretor Presidente
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;Josué Faria de Arruda Ferreira;Diretor de Relações com Investidores
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;Ariel Grunkraut;Diretor Presidente
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;Gabriel Magalhães da Rocha Guimarães;Diretor de Relações com Investidores
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;Luiz Renato Durski Junior;Diretor Presidente
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;Marcelo Gil Aldenucci;Diretor de Relações com Investidores
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;Israel Fernandes Salmen;Diretor Presidente
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;Marcio Loures de Araujo Penna;Diretor de Relações com Investidores
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;Leonardo Luiz Meneses Pereira;Diretor Presidente
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;Thiago Gramari;Diretor de Relações com Investidores
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;Bernardo Afonso de Ameida Gradin;Diretor Presidente/Relações com Investidores
14.292.540/0001-09;2024-12-31;2;139364;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;Chahram Charles Zolfaghari;Diretor Presidente/Relações com Investidores
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;Cristiano Malucelli;Diretor Presidente
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;Osvaldo Bruno Brasil Cavalcante;Diretor de Relações com Investidores
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;Marcelo Kenji Ferreira Egashira;Diretor Presidente/Relações com Investidores
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Alexandre Reis Nakano;Diretor Presidente
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Daniel Viterbo;Diretor de Relações com Investidores
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Alexandre Dalpiero de Freitas;Diretor de Relações com Investidores
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;Julia Mendonça Rocha;Diretor de Relações com Investidores
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;Manuel de Almeida Marins Gorito;Diretor Presidente
14.807.945/0001-24;2024-12-31;1;138712;SANSUY S.A. INDUSTRIA DE PLASTICOS;TOSHIO NAKABAYASHI;Diretor Presidente/Relações com Investidores
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;MARCOS ROBERTO TINTI;Diretor Presidente/Relações com Investidores
14.998.371/0001-19;2024-12-31;2;139436;J. MACEDO S.A.;Irineu José Pedrollo;Diretor Presidente
14.998.371/0001-19;2024-12-31;2;139436;J. MACEDO S.A.;Alexandre José Afexe;Diretor de Relações com Investidores
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;Gustavo dos Santos Vaz;Diretor de Relações com Investidores
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;José Octavio Mendes Vita;Diretor Presidente
15.090.690/0001-94;2024-12-31;1;138057;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Rui Juarez Klein;Diretor Presidente
15.090.690/0001-94;2024-12-31;1;138057;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Sidney Vilar Rodrigues Filho;Diretor de Relações com Investidores
15.114.494/0001-02;2024-12-31;1;138323;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;Hélcio Tokeshi;Diretor Presidente
15.114.494/0001-02;2024-12-31;1;138323;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;Carlos Gabriel Pradela Exposito Motta;Diretor de Relações com Investidores
15.115.504/0001-24;2024-12-31;1;138505;TRONOX PIGMENTOS DO BRASIL S.A.;Roberto Garcia de Souza;Diretor Presidente
15.115.504/0001-24;2024-12-31;1;138505;TRONOX PIGMENTOS DO BRASIL S.A.;Viktor Maximiliano A S Veras;Diretor de Relações com Investidores
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Thiago Freire Guth;Diretor Presidente
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Renato de Almeida Rocha;Diretor de Relações com Investidores
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;Silvano de Souza Andrade;Diretor Presidente
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;Heron Albergaria de Melo;Diretor de Relações com Investidores
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;Danilo Dias Garcez de Castro Dória;Diretor de Relações com Investidores
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;Danilo Dias Garcez de Castro Dória;Diretor Presidente
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;Danilo Dias Garcez de Castro Dória;Diretor de Relações com Investidores
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;Danilo Dias Garcez de Castro Dória;Diretor Presidente
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;Danilo Dias Garcez de Castro Dória;Diretor de Relações com Investidores
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;Danilo Dias Garcez de Castro Dória;Diretor Presidente
15.413.826/0001-50;2024-12-31;2;141886;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Maurício Perez Botelho;Diretor de Relações com Investidores
15.413.826/0001-50;2024-12-31;2;141886;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Marcelo Vinhaes Monteiro;Diretor Presidente
15.440.708/0001-30;2024-12-31;1;138270;CONCESSIONÁRIA VIARIO S.A.;Luciana Parpinelli de Oliveira;Diretor Presidente/Relações com Investidores
15.484.093/0001-44;2024-12-31;5;141636;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;Alberto Luiz Lodi;Diretor Presidente
15.484.093/0001-44;2024-12-31;5;141636;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;Roberto Amorim Junior;Diretor de Relações com Investidores
15.494.541/0001-90;2024-12-31;2;141620;SALUS INFRAESTRUTURA PORTUARIA SA;ROBERSON FERREIRA;Diretor Presidente/Relações com Investidores
15.578.569/0001-06;2024-12-31;4;142153;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;RICARDO ROCHA PERRONE;Diretor de Relações com Investidores
15.578.569/0001-06;2024-12-31;4;142153;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;OSVALDO GARCIA;Diretor Presidente
15.688.041/0001-90;2024-12-31;1;138490;MBK SECURITIZADORA SA;MARCUS AMARO OLIVEIRA BITAR SILVA;Diretor de Relações com Investidores
15.688.041/0001-90;2024-12-31;1;138490;MBK SECURITIZADORA SA;MARCIO CADAR ALMEIDA;Diretor Presidente
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;Ivo do Amaral Benderoh;Diretor Presidente
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;Tiago de Oliveira Nascimento;Diretor de Relações com Investidores
16.234.171/0001-15;2024-12-31;5;142091;METANOR SA METANOL DO NE;José Ricardo Uchôa Cavalcanti Almeida;Diretor Presidente
16.234.171/0001-15;2024-12-31;5;142091;METANOR SA METANOL DO NE;Emílio Salgado Filho;Diretor de Relações com Investidores
16.234.171/0001-15;2024-12-31;5;142091;METANOR SA METANOL DO NE;CAIO MARIO VIEIRA MARQUES;Diretor Presidente
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;João Alberto de Abreu;Diretor Presidente
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;Marcelo Feriozzi Bacci;Diretor de Relações com Investidores
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;ALEXANDRE CAFÉ BIRMAN;Diretor Presidente
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;Rafael Sachete da Silva;Diretor de Relações com Investidores
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;Paulo Henrique Martins de Sousa;Diretor de Relações com Investidores
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;Ricardo Ribeiro Valadares Gontijo;Diretor Presidente
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;Bruno Sebastian Lasansky;Diretor Presidente
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;Rodrigo Tavares Gonçalves de Sousa;Diretor de Relações com Investidores
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;José Henrique Dias Salvador;Diretor Presidente
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;Rafael Cardoso Cordeiro;Diretor de Relações com Investidores
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Klausner Henrique Monteiro da Silva;Diretor Presidente
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;Eduardo Ramos Canonico;Diretor de Relações com Investidores
16.838.421/0001-26;2024-12-31;2;139536;XP INVESTIMENTOS S.A.;THIAGO SIMÕES MAFFRA;Diretor Presidente
16.838.421/0001-26;2024-12-31;2;139536;XP INVESTIMENTOS S.A.;VICTOR ANDREU MANSUR FARINASSI;Diretor de Relações com Investidores
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Tiê Lima;Diretor Presidente
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;Guilherme Soares Almeida;Diretor de Relações com Investidores
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;LEONARDO GEORGE DE MAGALHÃES;Diretor de Relações com Investidores
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Reynaldo Passanezi Filho;Diretor Presidente
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;MARCELO LEITE HENRIQUES;Diretor Presidente
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;LUIZ ALBERTO LYRA PINHEIRO;Diretor de Relações com Investidores
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;Bruno Silveira Kroeber Volpini;Diretor Presidente/Relações com Investidores
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;Eugênio José Bocchese Mendes;Diretor Presidente/Relações com Investidores
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;MARCOS LIMA MONTEIRO;Diretor Presidente
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;FABIANO SIQUEIRA DE OLIVEIRA;Diretor de Relações com Investidores
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Paulino Ramos Rodrigues;Diretor de Relações com Investidores
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;Luiz Henrique Andrade de Araújo;Diretor Presidente
17.234.244/0001-31;2024-12-31;1;138588;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;TUFI DAHER FILHO;Diretor Presidente/Relações com Investidores
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Marco Antônio Branquinho Junior;Diretor Presidente
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Fábio Mascarenhas Alves;Diretor de Relações com Investidores
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;CARLOS AUGUSTO BOTREL BERTO;Diretor de Relações com Investidores
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;GUILHERME AUGUSTO DUARTE DE FARIA;Diretor Presidente
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Alexandre de Jesus Santoro;Diretor Presidente
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Rafael Bossolani;Diretor de Relações com Investidores
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;André Gustavo Borba Assumpção Haui;Diretor Presidente
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;Rafael Augusto Sperendio;Diretor de Relações com Investidores
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Alberto Portugal Milward de Azevedo;Diretor Presidente/Relações com Investidores
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Otávio Augusto Gomes de Araujo;Diretor Presidente
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;Cynthia May Hobbs Pinho;Diretor de Relações com Investidores
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Sergio Zimerman;Diretor Presidente
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Aline Ferreira Penna Peli;Diretor de Relações com Investidores
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Frederico José Humberg;Diretor Presidente/Relações com Investidores
18.494.485/0001-82;2024-12-31;3;141784;PORTO SUDESTE V.M. S.A.;Thiago Roldão;Diretor de Relações com Investidores
18.494.485/0001-82;2024-12-31;3;141784;PORTO SUDESTE V.M. S.A.;Jayme Nicolato;Diretor Presidente
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Odenir José Sanches;Diretor Presidente
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Daniel Severo Amaral;Diretor de Relações com Investidores
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Túlio Cintra;Diretor Presidente
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;Marcelo Gonçalves Costa;Diretor de Relações com Investidores
18.903.785/0001-78;2024-12-31;2;138959;HOLDING DO ARAGUAIA S.A.;Rui Juarez Klein;Diretor Presidente
18.903.785/0001-78;2024-12-31;2;138959;HOLDING DO ARAGUAIA S.A.;Sidney Vilar Rodrigues Filho;Diretor de Relações com Investidores
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;SILVIO ALEXANDRE SCUCUGLIA DA SILVA;Diretor de Relações com Investidores
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;Zhang Liyi;Diretor Presidente
19.208.022/0001-70;2024-12-31;1;138053;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Alberto Luiz Lodi;Diretor Presidente
19.208.022/0001-70;2024-12-31;1;138053;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Matheus da Silva Pereira Fernandes;Diretor de Relações com Investidores
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Regis Guimarães Campos;Diretor Presidente
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;André Alves Avelar;Diretor de Relações com Investidores
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;Regis Guimarães Campos;Diretor Presidente
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;Luciano Uchoa Carneiro da Cunha;Diretor Presidente/Relações com Investidores
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;José Julio Lamas Vidueiros;Diretor de Relações com Investidores
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;Tiago Inácio Peixoto;Diretor Presidente
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;Ramon Rodrigues Vieira de Carvalho;Diretor Presidente
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;Sergio Carvalho Aguiar;Diretor de Relações com Investidores
19.527.639/0001-58;2024-12-31;2;141885;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Eduardo Alves Mantovani;Diretor Presidente
19.527.639/0001-58;2024-12-31;2;141885;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
19.642.306/0001-70;2024-12-31;2;139732;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;GUILHERME MOTTA GOMES;Diretor Presidente/Relações com Investidores
19.726.048/0001-00;2024-12-31;1;137904;CONCESSIONÁRIA BR-040 S.A.;Luciano Moreira Santos;Diretor Presidente
19.726.048/0001-00;2024-12-31;1;137904;CONCESSIONÁRIA BR-040 S.A.;Marcus Vinicius Figur Da Rosa;Diretor de Relações com Investidores
