CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;318400;Capital Subscrito;2014-12-10;40000000.00;Integralizado;159907282;0;159907282
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;318401;Capital Integralizado;2014-12-10;40000000.00;;159907282;0;159907282
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;318402;Capital Autorizado;2014-10-03;1000000000.00;;0;0;0
42.292.007/0001-74;2024-12-31;2;140888;RIO+ SANEAMENTO BL 3 S.A.;320600;Capital Emitido;2022-03-15;875002500.00;Indeterminado;875002500;0;875002500
42.292.007/0001-74;2024-12-31;2;140888;RIO+ SANEAMENTO BL 3 S.A.;320601;Capital Subscrito;2022-03-15;875002500.00;Indeterminado;875002500;0;875002500
42.292.007/0001-74;2024-12-31;2;140888;RIO+ SANEAMENTO BL 3 S.A.;320602;Capital Integralizado;2023-06-29;675002500.00;Indeterminado;675002500;0;675002500
42.310.775/0001-03;2024-12-31;7;140743;ÁGUAS DO RIO 1 SPE S.A.;320511;Capital Emitido;2023-08-04;4217299000.00;N/A;688011298;0;688011298
42.310.775/0001-03;2024-12-31;7;140743;ÁGUAS DO RIO 1 SPE S.A.;320512;Capital Subscrito;2023-08-04;4217299000.00;N/A;688011298;0;688011298
42.310.775/0001-03;2024-12-31;7;140743;ÁGUAS DO RIO 1 SPE S.A.;320513;Capital Integralizado;2023-08-04;4217299000.00;N/A;688011298;0;688011298
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;317483;Capital Integralizado;2023-10-18;33660118.54;;14860568;0;14860568
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;317484;Capital Emitido;2023-10-18;33660118.54;Não aplicável;14860568;0;0
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;317485;Capital Subscrito;2023-10-18;33660118.54;Não aplicável;14860568;0;0
42.353.180/0001-35;2024-12-31;2;141446;IGUÁ RIO DE JANEIRO S.A.;321254;Capital Emitido;2022-08-12;608830000.00;;608830000;0;608830000
42.353.180/0001-35;2024-12-31;2;141446;IGUÁ RIO DE JANEIRO S.A.;321255;Capital Subscrito;2024-08-07;608830000.00;;608830000;0;608830000
42.353.180/0001-35;2024-12-31;2;141446;IGUÁ RIO DE JANEIRO S.A.;321256;Capital Integralizado;2024-08-07;608830000.00;;608830000;0;608830000
42.353.180/0001-35;2024-12-31;2;141446;IGUÁ RIO DE JANEIRO S.A.;321257;Capital Autorizado;2022-08-12;668541330.30;;668541330;0;668541330
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;321688;Capital Emitido;2022-10-03;4439359778.63;;622730556;0;622730556
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;321689;Capital Subscrito;2022-10-03;4439359778.63;;622730556;0;622730556
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;321690;Capital Integralizado;2022-11-07;4439359778.63;;622730556;0;622730556
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;321691;Capital Autorizado;2021-09-24;5560640221.38;;0;0;0
42.644.220/0001-06;2024-12-31;5;140744;ÁGUAS DO RIO 4 SPE S.A.;320514;Capital Emitido;2023-08-04;4055792473.11;N/A;951782189;0;951782189
42.644.220/0001-06;2024-12-31;5;140744;ÁGUAS DO RIO 4 SPE S.A.;320515;Capital Subscrito;2023-08-04;4055792473.11;N/A;951782189;0;951782189
42.644.220/0001-06;2024-12-31;5;140744;ÁGUAS DO RIO 4 SPE S.A.;320516;Capital Integralizado;2023-08-04;4055792473.11;N/A;951782189;0;951782189
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;321828;Capital Emitido;2024-02-20;269295.00;;438990540;0;438990540
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;321829;Capital Subscrito;2024-02-20;269295.00;;438990540;0;438990540
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;321830;Capital Integralizado;2024-02-20;269295.00;;438990540;0;438990540
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;321831;Capital Autorizado;2022-05-19;0.00;;0;0;20000000000
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;319863;Capital Subscrito;2017-05-08;635371970.99;;118292816;0;118292816
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;319864;Capital Integralizado;2017-05-08;612411530.16;;118292816;0;118292816
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;319865;Capital Autorizado;2017-05-08;0.00;;30000000;0;30000000
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;319866;Capital Emitido;2017-05-08;635371970.99;;118292816;0;0
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;315204;Capital Emitido;2022-04-30;56127257.77;;622139776;0;622139776
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;315205;Capital Subscrito;2022-04-30;56127257.77;;622139776;0;622139776
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;315206;Capital Integralizado;2022-04-30;56127257.77;;622139776;0;622139776
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;315207;Capital Autorizado;2021-01-29;0.00;;750000000;0;750000000
43.335.774/0001-86;2024-12-31;1;137845;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;315050;Capital Emitido;2021-08-09;500.00;;500;0;500
43.335.774/0001-86;2024-12-31;1;137845;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;315051;Capital Subscrito;2021-08-09;500.00;;500;0;500
43.335.774/0001-86;2024-12-31;1;137845;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;315052;Capital Integralizado;2021-08-09;500.00;;500;0;500
43.335.774/0001-86;2024-12-31;1;137845;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;315053;Capital Autorizado;2021-08-09;0.00;;0;0;0
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;323166;Capital Emitido;2023-09-14;1657409998.31;;200000000;0;200000000
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;323167;Capital Subscrito;2023-09-14;1657409998.31;;200000000;0;200000000
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;323168;Capital Integralizado;2023-09-14;1657409998.31;;200000000;0;200000000
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;323169;Capital Autorizado;2014-05-20;2500000000.00;;0;0;0
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;323038;Capital Emitido;2023-05-25;923420995.00;0;875068697;0;875068697
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;323039;Capital Subscrito;2023-05-25;923420995.00;0;875068697;0;875068697
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;323040;Capital Integralizado;2023-05-25;923420955.00;0;875068697;0;875068697
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;323041;Capital Autorizado;2021-10-26;0.00;;440000000;0;440000000
43.514.079/0001-81;2024-12-31;1;138383;CLI SUL S.A.;316246;Capital Emitido;2024-04-30;490228107.96;;543750625;0;543750625
43.514.079/0001-81;2024-12-31;1;138383;CLI SUL S.A.;316247;Capital Subscrito;2024-04-30;490228107.96;;543750625;0;543750625
43.514.079/0001-81;2024-12-31;1;138383;CLI SUL S.A.;316248;Capital Integralizado;2024-04-30;490228107.96;;543750625;0;543750625
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;323213;Capital Autorizado;2024-05-27;0.00;;1187144787;0;1187144787
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;323214;Capital Emitido;2024-07-23;15000000000.00;;683509869;1;683509870
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;323215;Capital Subscrito;2024-07-23;15000000000.00;;683509869;1;683509870
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;323216;Capital Integralizado;2024-07-23;15000000000.00;;683509869;1;683509870
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;316026;Capital Emitido;2024-05-17;1035544177.00;Totalmente integralizado;197593686;0;197593686
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;316027;Capital Subscrito;2024-05-17;1035544177.00;Totalmente integralizado;197593686;0;197593686
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;316028;Capital Integralizado;2024-05-17;1035544177.00;Totalmente integralizado;197593686;0;197593686
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;316029;Capital Autorizado;2021-08-16;1500000000.00;;0;0;0
44.067.725/0001-72;2024-12-31;3;141887;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;322521;Capital Subscrito;2023-07-27;500000000.00;No ato;657000000;0;657000000
44.067.725/0001-72;2024-12-31;3;141887;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;322522;Capital Integralizado;2023-07-27;407185296.93;18 meses;535041480;0;535041480
44.319.688/0001-42;2024-12-31;1;138156;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;315779;Capital Emitido;2021-11-29;2034122500.00;;2034122500;0;2034122500
44.319.688/0001-42;2024-12-31;1;138156;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;315780;Capital Subscrito;2021-11-29;2034122500.00;;2034122500;0;2034122500
44.319.688/0001-42;2024-12-31;1;138156;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;315781;Capital Integralizado;2021-11-29;2034122500.00;;2034122500;0;2034122500
44.854.238/0001-50;2024-12-31;2;139839;PARSAN S.A.;319738;Capital Emitido;2023-05-24;8869507.23;N/A;50000000;50000000;100000000
44.854.238/0001-50;2024-12-31;2;139839;PARSAN S.A.;319739;Capital Subscrito;2023-05-24;8869507.23;N/A;50000000;50000000;100000000
44.854.238/0001-50;2024-12-31;2;139839;PARSAN S.A.;319740;Capital Integralizado;2023-05-24;8869507.23;N/A;50000000;50000000;100000000
44.854.238/0001-50;2024-12-31;2;139839;PARSAN S.A.;319741;Capital Autorizado;2023-03-30;100000000.00;N/A;0;0;0
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;320962;Capital Emitido;2019-10-24;1847176855.07;Não aplicável;308245068;0;308245068
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;320963;Capital Subscrito;2019-10-24;1847176855.07;Não aplicável;308245068;0;308245068
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;320964;Capital Integralizado;2019-10-24;1847176855.07;Não aplicável;308245068;0;308245068
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;320965;Capital Autorizado;2019-10-02;0.00;Não aplicável;135000000;0;135000000
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;321488;Capital Emitido;2024-03-27;480907803.72;;154714018;0;154714018
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;321489;Capital Subscrito;2024-03-27;480907803.72;;154714018;0;154714018
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;321490;Capital Integralizado;2024-03-27;480907803.72;;154714018;0;154714018
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;321491;Capital Autorizado;2020-11-16;0.00;;500000000;0;500000000
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;318436;Capital Emitido;2024-01-05;918663369.72;;123812773;0;123812773
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;318437;Capital Subscrito;2024-01-05;918663369.72;;123812773;0;123812773
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;318438;Capital Integralizado;2024-01-05;918663369.72;;123812773;0;123812773
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;318439;Capital Autorizado;2017-06-23;581336630.28;;0;0;0
45.456.117/0001-12;2024-12-31;2;139567;ÁGUAS DO SERTÃO S.A.;319217;Capital Emitido;2022-08-23;550000000.00;23/08/2022;550000000;0;550000000
45.456.117/0001-12;2024-12-31;2;139567;ÁGUAS DO SERTÃO S.A.;319218;Capital Subscrito;2022-08-23;550000000.00;23/08/2022;550000000;0;550000000
45.456.117/0001-12;2024-12-31;2;139567;ÁGUAS DO SERTÃO S.A.;319219;Capital Integralizado;2022-08-23;550000000.00;23/08/2022;550000000;0;550000000
45.736.131/0001-70;2024-12-31;5;140032;UNIDAS LOCADORA S.A.;320006;Capital Emitido;2024-03-22;1789951404.71;;3969383691;0;3969383691
45.736.131/0001-70;2024-12-31;5;140032;UNIDAS LOCADORA S.A.;320007;Capital Subscrito;2024-03-22;1789951404.71;;3969383691;0;3969383691
45.736.131/0001-70;2024-12-31;5;140032;UNIDAS LOCADORA S.A.;320008;Capital Integralizado;2024-03-22;1789951404.71;;3969383691;0;3969383691
45.736.131/0001-70;2024-12-31;5;140032;UNIDAS LOCADORA S.A.;320009;Capital Autorizado;2022-10-01;0.00;;0;20000000;20000000
45.987.245/0001-92;2024-12-31;2;139465;BAHEMA EDUCAÇÃO S.A.;318972;Capital Integralizado;2023-06-19;349880928.33;;26390582;0;26390582
45.987.245/0001-92;2024-12-31;2;139465;BAHEMA EDUCAÇÃO S.A.;318973;Capital Autorizado;2024-04-30;0.00;;48000000;0;48000000
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322924;Capital Integralizado;2022-04-29;508209912.00;;508209912;0;508209912
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322925;Capital Integralizado;2019-04-26;453185281.00;;453185281;0;453185281
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322926;Capital Autorizado;2018-04-27;370631609.00;;370631609;0;370631609
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322927;Capital Integralizado;2017-06-13;336429868.00;;336429868;0;336429868
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322928;Capital Integralizado;2017-04-28;386434038.00;;386434038;0;386434038
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322929;Capital Integralizado;2017-03-10;318747898.00;;318747898;0;318747898
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322930;Capital Integralizado;2014-04-30;408097448.00;;408097448;0;408097448
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322931;Capital Integralizado;2013-04-26;397507089.00;;397507089;0;397507089
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322932;Capital Integralizado;2012-06-28;355982688.00;;355982688;0;355982688
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;322933;Capital Autorizado;2010-04-30;450000000.00;;450000000;0;450000000
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;314626;Capital Emitido;2024-02-28;1186556833.81;N/A;1084560822;0;1084560822
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;314627;Capital Subscrito;2024-02-28;1186556833.81;N/A;1084560822;0;1084560822
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;314628;Capital Integralizado;2024-02-28;1186556833.81;N/A;1084560822;0;1084560822
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;314629;Capital Autorizado;2024-05-10;0.00;N/A;162684123;0;162684123
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;319720;Capital Emitido;2024-06-28;1210556833.81;N/A;1103101747;0;1103101747
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;319721;Capital Subscrito;2024-06-28;1210556833.81;N/A;1103101747;0;1103101747
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;319722;Capital Integralizado;2024-06-28;1210556833.81;N/A;1103101747;0;1103101747
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;319723;Capital Autorizado;2024-05-10;0.00;N/A;162684123;0;162684123
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;320481;Capital Emitido;2024-06-28;1210556833.81;N/A;1103101747;0;1103101747
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;320482;Capital Subscrito;2024-06-28;1210556833.81;N/A;1103101747;0;1103101747
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;320483;Capital Integralizado;2024-06-28;1210556833.81;N/A;1103101747;0;1103101747
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;320484;Capital Autorizado;2024-05-10;0.00;N/A;162684123;0;162684123
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;322057;Capital Emitido;2024-07-06;2511167835.32;;490177018;0;490177018
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;322058;Capital Subscrito;2024-08-06;2511167835.32;;490177018;0;490177018
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;322059;Capital Integralizado;2024-08-06;2511167835.32;;490177018;0;490177018
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;322060;Capital Autorizado;2024-01-22;0.00;;800000000;0;800000000
47.509.120/0001-82;2024-12-31;6;141835;BRADESCO LEASING S.A. ARREND MERCANTIL;322349;Capital Emitido;2016-10-07;2312267291.29;07/10/2016;23585;0;23585
47.509.120/0001-82;2024-12-31;6;141835;BRADESCO LEASING S.A. ARREND MERCANTIL;322350;Capital Subscrito;2016-10-07;2312267291.29;07/10/2016;23585;0;23585
47.509.120/0001-82;2024-12-31;6;141835;BRADESCO LEASING S.A. ARREND MERCANTIL;322351;Capital Integralizado;2016-10-07;2312267291.29;07/10/2016;23585;0;23585
47.586.663/0001-01;2024-12-31;2;138982;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;317779;Capital Autorizado;2022-09-22;0.00;;6000000;0;6000000
47.586.663/0001-01;2024-12-31;2;138982;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;317780;Capital Emitido;2024-05-31;12006799.00;;12006799;0;12006799
47.586.663/0001-01;2024-12-31;2;138982;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;317781;Capital Subscrito;2024-05-31;12006799.00;;12006799;0;12006799
47.586.663/0001-01;2024-12-31;2;138982;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;317782;Capital Integralizado;2024-05-31;12006799.00;;12006799;0;12006799
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;320694;Capital Emitido;2024-03-21;13802162483.70;Totalmente integralizado;738995248;0;738995248
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;320695;Capital Subscrito;2024-03-21;13802162483.70;Totalmente integralizado;738995248;0;738995248
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;320696;Capital Integralizado;2024-03-21;13802162483.70;Totalmente integralizado;738995248;0;738995248
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;320697;Capital Autorizado;2024-04-24;0.00;;38397435;0;38397435
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;311925;Capital Emitido;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;311926;Capital Subscrito;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;311927;Capital Integralizado;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;319597;Capital Emitido;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;319598;Capital Subscrito;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;319599;Capital Integralizado;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;320275;Capital Emitido;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;320276;Capital Subscrito;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;320277;Capital Integralizado;2022-11-09;52000000.00;;26000000;26000000;52000000
48.127.012/0001-08;2024-12-31;3;141311;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;320897;Capital Emitido;2024-06-27;250000000.00;;125000000;125000000;250000000
48.127.012/0001-08;2024-12-31;3;141311;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;320898;Capital Subscrito;2024-06-27;250000000.00;;125000000;125000000;250000000
48.127.012/0001-08;2024-12-31;3;141311;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;320899;Capital Integralizado;2024-06-27;250000000.00;;125000000;125000000;250000000
48.344.725/0007-19;2024-12-31;1;138067;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;315579;Capital Emitido;2023-12-21;36714082.72;;212133943;0;212133943
48.344.725/0007-19;2024-12-31;1;138067;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;315580;Capital Subscrito;2023-12-21;36714082.72;;212133943;0;212133943
48.344.725/0007-19;2024-12-31;1;138067;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;315581;Capital Integralizado;2023-12-21;36714082.72;;212133943;0;212133943
48.344.725/0007-19;2024-12-31;1;138067;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;315582;Capital Autorizado;2021-07-20;1000000000.00;;0;0;0
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;317244;Capital Emitido;2020-07-10;1310225371.46;;133851072;0;133851072
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;317245;Capital Subscrito;2020-07-10;1310225371.46;;133851072;0;133851072
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;317246;Capital Integralizado;2020-07-10;1310225371.46;;133851072;0;133851072
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;317247;Capital Autorizado;2020-07-10;3000000000.00;;133851072;0;133851072
49.314.049/0001-08;2024-12-31;2;141330;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;320945;Capital Emitido;2023-04-04;580557615.60;31/12/2030;580557615;0;580557615
49.314.049/0001-08;2024-12-31;2;141330;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;320946;Capital Subscrito;2023-04-04;580557615.60;31/12/2030;580557615;0;580557615
49.314.049/0001-08;2024-12-31;2;141330;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;320947;Capital Integralizado;2023-04-04;58055761.56;;58055761;0;58055761
49.314.049/0001-08;2024-12-31;2;141330;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;320948;Capital Autorizado;2023-04-04;700000.00;;700000;0;700000
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;316972;Capital Emitido;2024-03-06;934807151.80;;114000510;0;114000510
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;316973;Capital Subscrito;2024-03-06;934807151.80;;114000510;0;114000510
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;316974;Capital Integralizado;2024-03-06;934807151.80;;114000510;0;114000510
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;316975;Capital Autorizado;2023-09-29;0.00;;35000000;0;35000000
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;322378;Capital Emitido;2019-09-05;879784955.67;;137615317;122894462;260509779
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;322379;Capital Subscrito;2019-09-05;879784955.67;;137615317;122894462;260509779
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;322380;Capital Integralizado;2019-09-05;879784955.67;;137615317;122894462;260509779
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;322381;Capital Emitido;2007-05-31;795142427.00;;20000000;34064588;54064588
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;322382;Capital Subscrito;2007-05-31;795142427.00;;20000000;34064588;54064588
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;322383;Capital Integralizado;2007-05-31;795142427.00;;20000000;34064588;54064588
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;322384;Capital Autorizado;2003-03-07;795142427.00;;20000000;40000000;60000000
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;321001;Capital Emitido;2024-08-13;8832543550.97;Integralizado;1866570932;0;1866570932
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;321002;Capital Subscrito;2024-08-13;8832543550.97;Integralizado;1866570932;0;1866570932
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;321003;Capital Integralizado;2024-08-13;8832543550.97;Integralizado;1866570932;0;1866570932
