CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;5.00;0.000000;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;6.00;0.000000;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.530000;12.89;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.340000;6.15;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;4.25;0.570000;2.29;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.75;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.33;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Conselho de Administração;11.00;11.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2023-01-01;2023-12-31;Conselho de Administração;12.00;1.00;0.000000;0.00;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.830000;2.23;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2022-01-01;2022-12-31;Conselho de Administração;12.00;2.00;0.120000;2.87;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;0.170000;32.84;0.00;35.32
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Conselho de Administração;9.67;1.00;0.120000;2.87;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;2021-12-31;Diretoria Estatutária;2.83;2.83;0.230000;35.05;0.00;31.31
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.460000;2.23;0.00;0.00
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;2024-01-01;2024-12-31;Conselho de Administração;8.75;0.00;0.000000;0.00;0.00;0.00
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.060000;0.00;0.00;0.00
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.060000;0.00;0.00;0.00
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0.060000;0.00;0.00;0.00
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.67;6.67;0.000000;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;11.00;11.00;0.000000;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.33;10.33;0.000000;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;0.000000;0.00;0.00;0.00
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2022-01-01;2022-12-31;Diretoria Estatutária;5.92;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2021-01-01;2021-12-31;Diretoria Estatutária;5.58;0.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2024-01-01;2024-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.92;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.80;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.17;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.50;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.08;0.00;0.000000;0.00;0.00;0.00
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;5.00;0.940000;8.36;7.96;7.96
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.83;5.00;0.740000;8.39;7.96;0.00
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;6.00;0.760000;8.35;9.01;0.00
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;5.00;0.850000;9.64;0.00;8.31
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2024-01-01;2024-12-31;Diretoria Estatutária;5.33;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2024-01-01;2024-12-31;Diretoria Estatutária;5.33;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2024-01-01;2024-12-31;Diretoria Estatutária;5.33;0.00;0.000000;0.00;0.00;0.00
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
51.466.860/0001-56;2024-03-31;10;140392;SAO MARTINHO S.A.;2023-04-01;2024-03-31;Diretoria Estatutária;11.00;11.00;0.000000;25.50;0.00;19.66
51.466.860/0001-56;2024-03-31;10;140392;SAO MARTINHO S.A.;2022-04-01;2023-03-31;Diretoria Estatutária;11.00;10.10;0.000000;24.44;0.00;0.00
51.466.860/0001-56;2024-03-31;10;140392;SAO MARTINHO S.A.;2021-04-01;2022-03-31;Diretoria Estatutária;10.70;10.00;0.000000;20.24;0.00;18.98
51.466.860/0001-56;2024-03-31;10;140392;SAO MARTINHO S.A.;2020-04-01;2021-03-31;Diretoria Estatutária;10.00;9.20;0.000000;18.74;0.00;17.91
51.928.174/0001-50;2024-12-31;3;139433;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
51.928.174/0001-50;2024-12-31;3;139433;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
51.928.174/0001-50;2024-12-31;3;139433;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;1.00;4.000000;2.26;0.00;2.26
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.17;0.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.75;0.00;0.000000;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;1.00;8.000000;6.25;7.69;11.69
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.83;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.25;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.75;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;1.00;0.000000;13.03;13.03;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;1.00;0.000000;13.03;13.03;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.000000;3964408.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;13214645.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;4.00;0.000000;9023518.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;1.00;0.000000;1038.15;926.37;516.49
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.000000;1113.61;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;0.070000;11.12;0.00;0.00
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;3.00;0.340000;11.01;0.00;0.00
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;0.00;0.000000;0.00;0.00;0.00
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.00;22.000000;8.74;0.00;8.74
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.75;4.75;22.000000;8.74;0.00;8.74
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.58;0.00;0.000000;0.00;0.00;0.00
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.67;0.00;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.92;2.92;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.83;2.83;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;2.84;2.84;0.000000;0.00;0.00;0.00
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
