CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.17;0.00;0;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;1.00;11504;10.54;9.33;13919.84
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.75;0.00;0;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;94336;3.80;7.42;-341496.32
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;283905;12.83;32.38;-5550342.75
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;6.00;848250;12.83;32.38;-16583287.50
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;924564;9.84;32.50;-20950620.24
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;266031;17.00;25.44;-2245301.64
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;1235250;17.00;25.44;-10425510.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.83;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.25;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;3.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;3.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;3.00;0;0.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;3.00;1404;0.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;3.00;5797;0.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;6142;0.00;0.00;0.00
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.08;3.00;41512;0.00;10.76;-446669.12
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;86218;0.00;12.86;-1108763.48
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;3.08;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;3.42;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;6.25;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.67;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;2.75;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;1.92;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;0;0.00;0.00;0.00
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;145250;11.01;6.47;659435.00
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;6.25;0;0.00;0.00;0.00
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;266173;20.30;20.30;0.00
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;6.25;0;0.00;0.00;0.00
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;556374;19.08;19.08;0.00
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;0.00;0;0.00;0.00;0.00
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.75;88230;8.74;15.63;-607904.70
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.75;4.75;341178;8.74;23.90;-5172258.48
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.58;0.00;0;0.00;0.00;0.00
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.92;2.92;0;0.00;0.00;0.00
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.83;2.83;0;0.00;0.00;0.00
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;2.84;2.84;0;0.00;0.00;0.00
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.00;12.00;1849933;21.77;23.75;-3662867.34
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.50;26.50;3407200;21.77;25.47;-12606640.00
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.17;12.17;1640711;21.77;22.99;-2001667.42
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;25.25;25.25;3262848;21.77;20.41;4437473.28
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;12.00;1326606;25.98;25.79;252055.14
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;30.50;30.50;3464811;25.98;25.00;3395514.78
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;2.00;28274;0.00;21.22;-599974.28
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;1.00;11394;0.00;21.96;-250212.24
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;2.00;29984;0.00;53.32;-1598746.88
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;1.00;29260;0.00;59.87;-1751796.20
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;2.00;0;0.00;0.00;0.00
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.25;5449028;7.82;30.71;-124728250.92
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;3;0.00;0.00;0.00
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;48090;20.03;13.01;337591.80
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;71511;22.79;12.24;754441.05
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.67;79825;20.48;11.21;739977.75
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2021-01-01;2021-12-31;Conselho de Administração;8.17;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2021-01-01;2021-12-31;Diretoria Estatutária;9.50;9.17;1928101;3.14;3.14;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2022-01-01;2022-12-31;Conselho de Administração;8.67;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2022-01-01;2022-12-31;Diretoria Estatutária;13.17;12.50;1535749;2.15;2.15;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;2023-01-01;2023-12-31;Diretoria Estatutária;10.42;0.00;0;0.00;0.00;0.00
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;2.00;57306;0.00;0.73;-41833.38
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.58;2.00;17229;30.68;34.14;-59612.34
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;18.08;15.92;2722000;46.27;58.00;-31929060.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;12.83;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;530666;0.00;23.36;-12396357.76
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.00;8.00;729965;0.00;23.23;-16957086.95
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;561435;0.00;22.68;-12733345.80
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2022-01-01;2022-12-31;Conselho de Administração;5.50;4.00;0;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2022-01-01;2022-12-31;Conselho Fiscal;1.25;1.25;0;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2022-01-01;2022-12-31;Diretoria Estatutária;8.42;8.42;3099444;1.58;0.00;4897121.52
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2021-01-01;2021-12-31;Diretoria Estatutária;9.42;9.42;1070129;5.30;5.30;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;0;0.00;0.00;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;5.92;1609404;2.76;2.76;0.00
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.75;0.75;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0;0.00;0.00;0.00
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
