CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;Centro-Oeste;7;13;0
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;Exterior;0;0;0
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;Nordeste;14;111;27
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;Norte;0;0;3
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;Sudeste;701;1523;540
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;Sul;18;82;52
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;Centro-Oeste;0;1;1
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;Exterior;7;34;22
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;Nordeste;1;3;3
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;Norte;0;0;0
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;Sudeste;452;831;344
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;Sul;2;14;7
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;Centro-Oeste;0;0;0
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;Exterior;0;0;0
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;Nordeste;0;1;0
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;Norte;0;0;0
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;Sudeste;13;4;12
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;Sul;0;0;0
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;Centro-Oeste;0;9;0
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;Exterior;17;47;3
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;Nordeste;123;279;32
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;Norte;3;12;1
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;Sudeste;415;767;170
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;Sul;3;19;6
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;Centro-Oeste;33;82;7
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;Exterior;0;0;0
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;Nordeste;1;3;1
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;Norte;0;1;0
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;Sudeste;284;1127;151
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;Sul;0;11;1
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Centro-Oeste;0;0;0
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Exterior;0;0;0
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Nordeste;0;0;0
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Norte;185;426;33
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Sudeste;1327;2640;378
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;Sul;2183;3121;1014
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Centro-Oeste;20;56;5
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Exterior;0;0;0
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Nordeste;24;82;5
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Norte;1;26;3
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Sudeste;691;1456;85
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;Sul;40;110;5
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Centro-Oeste;30;13;0
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Exterior;0;0;0
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Nordeste;15;8;0
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Norte;0;0;0
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Sudeste;855;475;48
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;Sul;81;66;16
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Centro-Oeste;10;26;2
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Exterior;0;67;0
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Nordeste;399;407;26
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Norte;229;419;51
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Sudeste;1358;1363;163
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;Sul;14;51;8
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Centro-Oeste;0;0;0
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Exterior;0;0;0
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Nordeste;0;0;0
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Norte;0;0;0
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Sudeste;0;0;0
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;Sul;0;0;0
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Centro-Oeste;233;253;50
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Exterior;0;0;0
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Nordeste;85;207;63
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Norte;145;218;38
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Sudeste;698;972;139
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;Sul;4;21;2
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Centro-Oeste;0;0;0
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Exterior;0;0;0
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Nordeste;0;0;0
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Norte;0;0;0
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Sudeste;729;3063;535
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;Sul;0;0;0
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Centro-Oeste;0;0;0
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Exterior;0;0;0
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Nordeste;0;0;0
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Norte;0;0;0
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Sudeste;1622;4240;732
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;Sul;0;0;0
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Centro-Oeste;46;95;19
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Exterior;0;0;0
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Nordeste;157;339;39
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Norte;2;3;0
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Sudeste;1323;2556;835
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Sul;216;340;97
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Centro-Oeste;0;0;0
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Exterior;0;0;0
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Nordeste;0;0;0
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Norte;0;0;0
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Sudeste;113;284;33
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;Sul;0;0;0
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Centro-Oeste;0;0;0
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Exterior;0;0;0
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Nordeste;0;0;0
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Norte;0;0;0
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Sudeste;3;18;5
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Sul;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Centro-Oeste;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Exterior;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Nordeste;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Norte;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Sudeste;76;247;70
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Sul;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Centro-Oeste;1593;2417;355
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Exterior;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Nordeste;3255;7309;1743
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Norte;1386;1751;204
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Sudeste;15160;34668;5167
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Sul;3111;6420;1053
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Centro-Oeste;180;263;41
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Exterior;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Nordeste;587;864;195
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Norte;234;258;42
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Sudeste;7299;10184;1423
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Sul;346;427;57
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Sudeste;1;46;55
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Centro-Oeste;1229;1709;168
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Exterior;0;3;8
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Nordeste;1366;2770;397
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Norte;541;664;52
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Sudeste;26132;44538;4155
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Sul;2599;3196;362
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Centro-Oeste;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Exterior;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Nordeste;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Norte;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Sudeste;0;1;1
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Sul;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Centro-Oeste;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Exterior;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Nordeste;25;85;9
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Norte;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Sudeste;2777;8875;1977
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Sul;17;130;33
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Centro-Oeste;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Exterior;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Nordeste;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Norte;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Sudeste;37;65;31
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Sul;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Centro-Oeste;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Exterior;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Nordeste;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Norte;6;12;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Sudeste;673;866;231
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Sul;15;26;16
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;1;1
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;1;2
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;1;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;15;50;19
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;1;5
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Centro-Oeste;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Exterior;40;175;18
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Nordeste;3154;4654;427
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Norte;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Sudeste;1209;2155;143
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Sul;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Centro-Oeste;0;2;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Exterior;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Nordeste;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Norte;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Sudeste;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Sul;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Centro-Oeste;0;5;1
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Exterior;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Nordeste;0;10;2
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Norte;0;3;1
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Sudeste;343;252;140
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Sul;0;13;3
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Centro-Oeste;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Exterior;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Nordeste;1703;1171;104
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Norte;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Sudeste;29;71;33
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Sul;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Centro-Oeste;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Exterior;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Nordeste;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Norte;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Sudeste;1976;5428;917
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Sul;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Centro-Oeste;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Exterior;0;1;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Nordeste;0;8;6
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Norte;0;1;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Sudeste;6;20;11
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Sul;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Centro-Oeste;4;14;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Exterior;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Nordeste;8;54;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Norte;6;14;1
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Sudeste;237;834;87
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Sul;2;20;1
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Centro-Oeste;198;187;15
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Exterior;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Nordeste;312;560;27
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Norte;201;283;18
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Sudeste;1294;1728;155
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Sul;296;303;54
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Centro-Oeste;24;219;6
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Exterior;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Nordeste;61;574;44
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Norte;15;138;3
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Sudeste;891;3560;493
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Sul;29;450;55
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Centro-Oeste;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Exterior;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Nordeste;0;2;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Norte;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Sudeste;16;40;24
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Sul;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Centro-Oeste;0;1;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Exterior;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Nordeste;0;2;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Norte;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Sudeste;148;191;52
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Sul;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Centro-Oeste;9;87;29
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Exterior;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Nordeste;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Norte;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Sudeste;1124;3831;452
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Sul;1;9;5
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Centro-Oeste;1577;2604;281
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Exterior;0;1;0
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Nordeste;2088;5381;702
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Norte;219;533;90
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Sudeste;10015;19293;3102
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Sul;1165;1839;294
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Centro-Oeste;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Exterior;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Nordeste;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Norte;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Sudeste;18;51;16
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Sul;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;2
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Exterior;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Nordeste;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Norte;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Sudeste;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Sul;0;0;0
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Centro-Oeste;3811;1823;78
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Exterior;0;0;0
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Nordeste;5398;2755;190
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Norte;1462;466;42
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Sudeste;22370;11659;1175
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Sul;3909;1908;170
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Centro-Oeste;0;0;0
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Exterior;0;0;0
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Nordeste;0;0;0
