CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;3769157.00;3769157.00;3769157.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2021-01-01;2021-12-31;Conselho de Administração;2.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;3887781.98;2077318.32;2838644.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;2278897.98;1899081.65;0.00
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40.337.136/0001-06;2024-12-31;4;142077;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.08;2.08;0.00;1331377.00;1331377.00;0.00;0.00;0.00;0.00;0.00
40.337.136/0001-06;2024-12-31;4;142077;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;853125.00;853125.00;307500.00;0.00;0.00;0.00;0.00
40.337.136/0001-06;2024-12-31;4;142077;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40.337.136/0001-06;2024-12-31;4;142077;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;1907092.00;1907092.00;0.00;0.00;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;2153190.80;10835157.98;6459572.41;12390821.55;0.00;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;127612.80;2732083.20;4038089.28;6204895.16;0.00;0.00;0.00;0.00
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;698076.62;698076.62;698076.62
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;104120.29;104120.29;0.00
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.00;1855.68;1855.68;0.00;0.00;59989.80;59989.80;59989.80
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;2203639.00;2203639.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2024-01-01;2024-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;27250000.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2024-01-01;2024-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;26750000.00;10949981.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;27937500.00;14325773.35
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;26250000.00;38650092.87
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.25;8.25;0.00;0.00;0.00;0.00;0.00;7987961.85;4907883.32;7195890.40
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.63;7.63;0.00;0.00;0.00;0.00;0.00;5619400.00;3488000.00;4346160.00
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0.00;0.00;0.00;0.00;0.00;4827300.00;2996000.00;3250200.00
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;3119677.66;2731952.17;2889766.12
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;2061852.00;1956335.99;1951550.52
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.58;8.58;0.00;0.00;0.00;0.00;0.00;277086.00;277086.00;277086.00
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;1948716.00;1391359.00;1391359.00
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;2442818.14;2220743.76;0.00
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.17;3.17;0.00;0.00;0.00;0.00;7072630.15;21761938.92;10880969.46;12601892.71
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.58;3.58;0.00;0.00;0.00;0.00;7684724.58;23645306.40;11822653.20;12731516.95
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;8539828.48;26276395.31;13138197.66;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;2023-01-01;2023-12-31;Conselho de Administração;10.92;10.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;2023-01-01;2023-12-31;Diretoria Estatutária;9.50;9.50;7092804.00;14784502.00;11204478.00;0.00;0.00;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.93;4.93;0.00;0.00;0.00;3367466.41;0.00;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.58;5.58;4768000.00;8855000.00;4771000.00;1436000.00;0.00;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;4264530.06;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2023-01-01;2023-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2022-01-01;2022-12-31;Diretoria Estatutária;3.83;3.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2024-01-01;2024-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.42;5.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;5607973.00;5115530.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;2538662.00;1003403.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;4950056.00;4472711.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;6772950.00;0.00
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;2023-01-01;2023-12-31;Conselho de Administração;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.75;1.50;0.00;0.00;0.00;0.00;0.00;81020.94;81020.94;0.00
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;1.00;0.00;0.00;0.00;0.00;0.00;436917.26;312083.76;135034.90
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;1.00;0.00;0.00;0.00;0.00;0.00;642580.93;458986.38;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;0.00;2160000.00;2160000.00;0.00;0.00;190479.96;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2024-01-01;2024-12-31;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2024-01-01;2024-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2023-01-01;2023-12-31;Conselho de Administração;11.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2023-01-01;2023-12-31;Conselho Fiscal;4.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2023-01-01;2023-12-31;Diretoria Estatutária;5.50;5.50;1885032.30;2160000.00;2160000.00;1885032.30;0.00;0.00;0.00;188189.25
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2022-01-01;2022-12-31;Conselho de Administração;10.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2022-01-01;2022-12-31;Conselho Fiscal;4.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2022-01-01;2022-12-31;Diretoria Estatutária;5.58;5.58;1304666.67;1440000.00;1440000.00;1304666.67;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2021-01-01;2021-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2021-01-01;2021-12-31;Conselho Fiscal;4.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;1440000.00;1440000.00;0.00;1440000.00;0.00;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;3160.00;3160.00;1580.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.33;5.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;3080.00;3080.00;1464.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;2583.64;2583.64;1944.00
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;2583.64;2583.64;1944.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;1.00;0.00;0.00;0.00;2760000.00;0.00;0.00;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;4.25;0.00;0.00;0.00;0.00;0.00;8068623.69;6733475.77;3264419.41
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
